AreaID|ManagedAreaName|ProgramID|ProgramName|ProgramLocationID|ParameterName|RelativeDepth|ActivityType|EarliestSampleDate|LastSampleDate|N|Min|Max|Median|Mean|StandardDeviation
1|Alligator Harbor Aquatic Preserve|514|Florida LAKEWATCH Program|Franklin-Alligator Harbor-1-1|Total Nitrogen|All|Lab|2001-06-16|2019-10-15|100|0.00013|0.00081|0.000315|0.0003383|0.000146914769492211
1|Alligator Harbor Aquatic Preserve|514|Florida LAKEWATCH Program|Franklin-Alligator Harbor-2-1|Total Nitrogen|All|Lab|2001-06-16|2019-10-15|100|0.00011|0.00088|0.00029|0.0003178|0.000136755920596447
1|Alligator Harbor Aquatic Preserve|514|Florida LAKEWATCH Program|Franklin-Alligator Harbor-3-1|Total Nitrogen|All|Lab|2001-06-16|2019-10-15|100|0.00011|0.00108|0.00033|0.0003848|0.000197532659363335
1|Alligator Harbor Aquatic Preserve|514|Florida LAKEWATCH Program|Franklin-Alligator Harbor-4-1|Total Nitrogen|All|Lab|2001-06-16|2019-10-15|100|0.00015|0.00105|0.000485|0.000508|0.000231882938073712
1|Alligator Harbor Aquatic Preserve|514|Florida LAKEWATCH Program|Franklin-Alligator Harbor-5-1|Total Nitrogen|All|Lab|2001-06-16|2019-10-15|100|0.00013|0.00115|0.000395|0.0004281|0.000198329870099633
1|Alligator Harbor Aquatic Preserve|514|Florida LAKEWATCH Program|Franklin-Alligator Harbor-6-1|Total Nitrogen|All|Lab|2001-06-16|2019-10-15|100|0.00015|0.00126|0.00049|0.0005126|0.000237578780129196
1|Alligator Harbor Aquatic Preserve|514|Florida LAKEWATCH Program|Franklin-Alligator Harbor-7-1|Total Nitrogen|All|Lab|2006-07-03|2019-10-15|81|0.00011|0.00068|0.00024|0.000260123456790124|0.000109846413541368
1|Alligator Harbor Aquatic Preserve|514|Florida LAKEWATCH Program|WIN_21FLKWAT_FRA-AL-HARBOR-1|Total Nitrogen|All|Lab|2020-01-22|2022-05-10|37|0.16|0.55|0.33|0.344594594594595|0.122782431664817
1|Alligator Harbor Aquatic Preserve|514|Florida LAKEWATCH Program|WIN_21FLKWAT_FRA-AL-HARBOR-2|Total Nitrogen|All|Lab|2020-01-22|2022-05-10|37|0.16|0.5|0.25|0.272432432432432|0.0761360407211768
1|Alligator Harbor Aquatic Preserve|514|Florida LAKEWATCH Program|WIN_21FLKWAT_FRA-AL-HARBOR-3|Total Nitrogen|All|Lab|2020-01-22|2022-05-10|37|0.23|0.53|0.35|0.364324324324324|0.0993182466322987
1|Alligator Harbor Aquatic Preserve|514|Florida LAKEWATCH Program|WIN_21FLKWAT_FRA-AL-HARBOR-4|Total Nitrogen|All|Lab|2020-01-22|2022-05-10|37|0.11|0.76|0.44|0.452702702702703|0.193011926065732
1|Alligator Harbor Aquatic Preserve|514|Florida LAKEWATCH Program|WIN_21FLKWAT_FRA-AL-HARBOR-5|Total Nitrogen|All|Lab|2020-01-22|2022-05-10|37|0.17|1.5|0.32|0.391621621621622|0.295940248412801
1|Alligator Harbor Aquatic Preserve|514|Florida LAKEWATCH Program|WIN_21FLKWAT_FRA-AL-HARBOR-6|Total Nitrogen|All|Lab|2020-01-22|2022-05-10|37|0.26|0.71|0.45|0.454864864864865|0.135556909361624
1|Alligator Harbor Aquatic Preserve|514|Florida LAKEWATCH Program|WIN_21FLKWAT_FRA-AL-HARBOR-7|Total Nitrogen|All|Lab|2020-01-22|2022-05-10|37|0.17|0.35|0.25|0.24972972972973|0.0571297979500524
1|Alligator Harbor Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLKWAT_FRA-AL-HARBOR-1|Total Nitrogen|All|Lab|2001-06-16|2016-11-10|132|0.13|0.81|0.3|0.307121212121212|0.119512561561698
1|Alligator Harbor Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLKWAT_FRA-AL-HARBOR-2|Total Nitrogen|All|Lab|2001-06-16|2016-11-10|132|0.11|0.69|0.295|0.321060606060606|0.13397195545518
1|Alligator Harbor Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLKWAT_FRA-AL-HARBOR-3|Total Nitrogen|All|Lab|2001-06-16|2016-11-10|132|0.11|1.01|0.31|0.349393939393939|0.169740518519035
1|Alligator Harbor Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLKWAT_FRA-AL-HARBOR-4|Total Nitrogen|All|Lab|2001-06-16|2016-11-10|132|0.18|0.93|0.46|0.487424242424242|0.204859367931254
1|Alligator Harbor Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLKWAT_FRA-AL-HARBOR-5|Total Nitrogen|All|Lab|2001-06-16|2016-11-10|132|0.13|1.15|0.4|0.449242424242424|0.210222060754018
1|Alligator Harbor Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLKWAT_FRA-AL-HARBOR-6|Total Nitrogen|All|Lab|2001-06-16|2016-11-10|132|0.15|1.19|0.48|0.505909090909091|0.216643213022669
1|Alligator Harbor Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLKWAT_FRA-AL-HARBOR-7|Total Nitrogen|All|Lab|2006-07-03|2016-11-10|92|0.11|0.65|0.23|0.24|0.0927954148166223
1|Alligator Harbor Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLWQA_18SEAS002|Total Nitrogen|All|Lab|2012-11-27|2012-11-27|2|0.294|0.294|0.294|0.294|0
1|Alligator Harbor Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLWQA_18SEAS005|Total Nitrogen|All|Lab|2012-11-27|2012-11-27|2|0.234|0.234|0.234|0.234|0
1|Alligator Harbor Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLWQA_18SEAS018|Total Nitrogen|All|Lab|2012-11-27|2012-11-27|2|0.534|0.534|0.534|0.534|0
1|Alligator Harbor Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLWQA_18SEAS020|Total Nitrogen|All|Lab|2012-11-27|2012-11-27|2|0.294|0.294|0.294|0.294|0
1|Alligator Harbor Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLWQA_18SEAS021|Total Nitrogen|All|Lab|2012-11-27|2012-11-27|2|0.424|0.424|0.424|0.424|0
1|Alligator Harbor Aquatic Preserve|5002|Florida STORET / WIN|WIN_21FLTLHR_G2TLHR0025|Total Nitrogen|All|Lab|2019-01-17|2022-06-07|31|0.234|0.664|0.484|0.465225806451613|0.121013142448088
2|Apalachicola Bay Aquatic Preserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apadbnut|Total Nitrogen|All|Lab|2013-07-09|2019-12-03|93|0.184|1.12|0.49|0.499|0.14699378868865
2|Apalachicola Bay Aquatic Preserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apaebnut|Total Nitrogen|All|Lab|2013-07-09|2019-12-03|92|0.014|1.412|0.673|0.703869565217391|0.238390169490478
2|Apalachicola Bay Aquatic Preserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apaegnut|Total Nitrogen|All|Lab|2013-07-09|2019-12-03|79|0.29|0.94|0.65|0.643645569620253|0.136540032447958
2|Apalachicola Bay Aquatic Preserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apaesnut|Total Nitrogen|All|Lab|2013-07-09|2019-12-04|879|0.008|1.512|0.67|0.706637087599545|0.212745688683619
2|Apalachicola Bay Aquatic Preserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apambnut|Total Nitrogen|All|Lab|2013-07-09|2019-12-03|77|0.204|1.247|0.52|0.552779220779221|0.181992020022902
2|Apalachicola Bay Aquatic Preserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apanhnut|Total Nitrogen|All|Lab|2013-07-09|2019-12-03|74|0.235|0.82|0.455|0.480918918918919|0.144346117214768
2|Apalachicola Bay Aquatic Preserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apapcnut|Total Nitrogen|All|Lab|2013-07-09|2019-12-03|77|0.164|0.844|0.414|0.432272727272727|0.133808448750211
2|Apalachicola Bay Aquatic Preserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apawpnut|Total Nitrogen|All|Lab|2013-07-09|2019-12-03|75|0.174|0.85|0.42|0.442613333333333|0.151285026619554
2|Apalachicola Bay Aquatic Preserve|115|Environmental Monitoring Assessment Program|FL02-0006|Total Nitrogen|All|Lab|2002-07-01|2002-07-01|1|0.412|0.412|0.412|0.412|
2|Apalachicola Bay Aquatic Preserve|115|Environmental Monitoring Assessment Program|FL04-0040|Total Nitrogen|All|Lab|2004-07-20|2004-07-20|1|0.3247|0.3247|0.3247|0.3247|
2|Apalachicola Bay Aquatic Preserve|103|EPA STOrage and RETrieval Data Warehouse (STORET)|EMAP_CS-FL04-0040|Total Nitrogen|All|Lab|2004-07-20|2004-07-20|2|0.1413|0.1834|0.16235|0.16235|0.0297691954879537
2|Apalachicola Bay Aquatic Preserve|103|EPA STOrage and RETrieval Data Warehouse (STORET)|NARS_WQX-FL02-0006|Total Nitrogen|All|Lab|2002-07-01|2002-07-01|1|0.412|0.412|0.412|0.412|
2|Apalachicola Bay Aquatic Preserve|103|EPA STOrage and RETrieval Data Warehouse (STORET)|NARS_WQX-FL04-0040|Total Nitrogen|All|Lab|2004-07-20|2004-07-20|4|0.1148|0.3247|0.16235|0.19105|0.0934700843407486
2|Apalachicola Bay Aquatic Preserve|103|EPA STOrage and RETrieval Data Warehouse (STORET)|NARS_WQX-FLW05-0007|Total Nitrogen|All|Lab|2005-08-17|2005-08-17|4|0.195|0.491|0.2385|0.29075|0.139452202086115
2|Apalachicola Bay Aquatic Preserve|103|EPA STOrage and RETrieval Data Warehouse (STORET)|NARS_WQX-FLW06-0047|Total Nitrogen|All|Lab|2006-08-15|2006-08-15|2|0.168|0.296|0.232|0.232|0.0905096679918781
2|Apalachicola Bay Aquatic Preserve|514|Florida LAKEWATCH Program|Franklin-Apalachicola Bay-1-1|Total Nitrogen|All|Lab|2007-04-18|2008-08-06|17|0.00027|0.00052|0.00043|0.000405294117647059|0.0000746757697532158
2|Apalachicola Bay Aquatic Preserve|514|Florida LAKEWATCH Program|Franklin-Apalachicola Bay-2-1|Total Nitrogen|All|Lab|2007-04-18|2008-08-06|16|0.00022|0.00048|0.000305|0.00030125|0.0000735640310659134
2|Apalachicola Bay Aquatic Preserve|514|Florida LAKEWATCH Program|Franklin-Apalachicola Bay-5-1|Total Nitrogen|All|Lab|2007-04-18|2008-08-06|17|0.00021|0.00066|0.00038|0.000382352941176471|0.0000982680906859334
2|Apalachicola Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLGW_10029|Total Nitrogen|All|Lab|2001-03-12|2001-03-12|2|0.884|0.884|0.884|0.884|0
2|Apalachicola Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLGW_10039|Total Nitrogen|All|Lab|2001-04-23|2001-04-23|2|1.104|1.104|1.104|1.104|0
2|Apalachicola Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLGW_10052|Total Nitrogen|All|Lab|2001-04-23|2001-04-23|2|1.204|1.204|1.204|1.204|0
2|Apalachicola Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLGW_10245|Total Nitrogen|All|Lab|2001-04-12|2001-04-12|2|1.707|1.707|1.707|1.707|0
2|Apalachicola Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLKWAT_FRA-APALACBAY-1|Total Nitrogen|All|Lab|2007-04-18|2008-08-06|34|0.27|0.52|0.43|0.405294117647059|0.0735356147116215
2|Apalachicola Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLKWAT_FRA-APALACBAY-2|Total Nitrogen|All|Lab|2007-04-18|2008-08-06|32|0.22|0.48|0.305|0.30125|0.072367788236159
2|Apalachicola Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLKWAT_FRA-APALACBAY-5|Total Nitrogen|All|Lab|2007-04-18|2008-08-06|34|0.21|0.66|0.38|0.382352941176471|0.0967677263857905
2|Apalachicola Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLNWFD_A1|Total Nitrogen|All|Lab|2000-08-15|2003-02-18|54|0.391|0.883|0.64|0.643444444444445|0.116529155258061
2|Apalachicola Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLNWFD_A10|Total Nitrogen|All|Lab|2000-08-15|2003-02-18|44|0.513|4.304|0.7565|0.918136363636364|0.761900762350446
2|Apalachicola Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLNWFD_A2|Total Nitrogen|All|Lab|2000-08-15|2003-02-18|68|0.313|1.113|0.5605|0.581382352941176|0.173979071430657
2|Apalachicola Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLNWFD_A3|Total Nitrogen|All|Lab|2000-08-15|2003-02-18|34|0.384|0.6|0.454|0.456470588235294|0.0606341414446878
2|Apalachicola Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLNWFD_A4|Total Nitrogen|All|Lab|2000-08-16|2003-02-18|66|0.354|0.9|0.508|0.537727272727273|0.124894114593682
2|Apalachicola Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLNWFD_A5|Total Nitrogen|All|Lab|2000-08-16|2003-02-18|36|0.48|1.552|0.632|0.714333333333333|0.251008480221002
2|Apalachicola Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLNWFD_A6|Total Nitrogen|All|Lab|2000-08-16|2003-02-19|38|0.324|0.79|0.471|0.482894736842105|0.0982747911020171
2|Apalachicola Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLNWFD_A7|Total Nitrogen|All|Lab|2000-08-16|2003-02-19|82|0.284|1.01|0.514|0.533756097560976|0.16591486445256
2|Apalachicola Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLNWFD_A8|Total Nitrogen|All|Lab|2000-08-15|2003-02-19|50|0.5|1.95|0.68|0.79744|0.347825088578869
2|Apalachicola Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLNWFD_A9|Total Nitrogen|All|Lab|2000-08-15|2003-02-18|54|0.504|1.04|0.714|0.720037037037037|0.144303788959391
2|Apalachicola Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLNWFD_S150|Total Nitrogen|All|Lab|1992-02-25|1992-05-19|4|0.41|0.694|0.552|0.552|0.163967476449854
2|Apalachicola Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLPNS_22010B23|Total Nitrogen|All|Lab|2012-03-13|2012-09-05|6|0.428|0.59|0.46|0.492666666666667|0.0767402545387143
2|Apalachicola Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLPNS_22010B24|Total Nitrogen|All|Lab|2012-03-13|2012-03-13|2|0.51|0.51|0.51|0.51|0
2|Apalachicola Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLPNS_22010B25|Total Nitrogen|All|Lab|2012-09-05|2012-12-18|4|0.387|0.414|0.4005|0.4005|0.0155884572681199
2|Apalachicola Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLPNS_294331908458443|Total Nitrogen|All|Lab|2007-02-22|2007-12-19|12|0.55|0.9|0.715|0.718333333333333|0.11272116307979
2|Apalachicola Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLPNS_294333108456496|Total Nitrogen|All|Lab|2007-06-19|2007-12-19|6|0.49|0.568|0.498|0.518666666666667|0.0383805506300609
2|Apalachicola Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLPNS_294408208457458|Total Nitrogen|All|Lab|2007-09-26|2007-12-19|4|0.53|0.627|0.5785|0.5785|0.0560029761113937
2|Apalachicola Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLPNS_294420008459335|Total Nitrogen|All|Lab|2007-02-22|2007-11-13|10|0.52|0.98|0.78|0.776|0.162015088460578
2|Apalachicola Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLPNS_294421708454240|Total Nitrogen|All|Lab|2007-03-29|2007-12-19|8|0.439|0.66|0.5765|0.563|0.0849100364251146
2|Apalachicola Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLPNS_294524808454525|Total Nitrogen|All|Lab|2007-06-19|2007-12-19|6|0.63|0.69|0.645|0.655|0.0279284800875379
2|Apalachicola Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLPNS_294721908452404|Total Nitrogen|All|Lab|2007-06-19|2007-09-26|4|0.576|0.74|0.658|0.658|0.0946854441470986
2|Apalachicola Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLPNS_294946408453052|Total Nitrogen|All|Lab|2007-02-21|2007-12-19|32|0.708|1.6|0.8455|0.9264375|0.229061470479137
2|Apalachicola Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLPNS_31010B19|Total Nitrogen|All|Lab|2012-05-30|2012-05-30|2|0.554|0.554|0.554|0.554|0
2|Apalachicola Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLPNS_REDFISH343|Total Nitrogen|All|Lab|2012-12-18|2012-12-18|2|0.348|0.348|0.348|0.348|0
2|Apalachicola Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLWQA_16SEAS233|Total Nitrogen|All|Lab|2012-11-06|2012-11-06|2|0.754|0.754|0.754|0.754|0
2|Apalachicola Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLWQA_16SEAS253|Total Nitrogen|All|Lab|2012-11-06|2012-11-06|2|0.6|0.6|0.6|0.6|0
2|Apalachicola Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLWQA_16SEAS255|Total Nitrogen|All|Lab|2012-11-06|2012-11-06|2|0.469|0.469|0.469|0.469|0
2|Apalachicola Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLWQA_16SEAS260|Total Nitrogen|All|Lab|2012-11-06|2012-11-06|2|0.344|0.344|0.344|0.344|0
2|Apalachicola Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLWQA_16SEAS343|Total Nitrogen|All|Lab|2012-11-06|2013-04-16|4|0.404|0.75|0.577|0.577|0.19976319313961
2|Apalachicola Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLWQSP_APALACH1|Total Nitrogen|All|Lab|2013-04-03|2013-04-03|2|0.89|0.89|0.89|0.89|0
2|Apalachicola Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLWQSP_APALACH3|Total Nitrogen|All|Lab|2013-06-27|2013-06-27|2|0.56|0.56|0.56|0.56|0
2|Apalachicola Bay Aquatic Preserve|5002|Florida STORET / WIN|WIN_21FLTLHR_G2TLHR0026|Total Nitrogen|All|Lab|2019-05-02|2021-08-19|28|0.513|1.26|0.64|0.728071428571429|0.205937230381354
2|Apalachicola Bay Aquatic Preserve|5002|Florida STORET / WIN|WIN_21FLTLHR_G2TLHR0027|Total Nitrogen|All|Lab|2019-05-02|2022-05-26|30|0.51|0.88|0.596|0.631066666666667|0.102168870801823
2|Apalachicola Bay Aquatic Preserve|5002|Florida STORET / WIN|WIN_21FLTLHR_G2TLHR0035|Total Nitrogen|All|Lab|2018-03-28|2018-11-28|12|0.53|0.88|0.68|0.703333333333333|0.150956546025268
2|Apalachicola Bay Aquatic Preserve|5002|Florida STORET / WIN|WIN_21FLTLHR_G2TLHR0036|Total Nitrogen|All|Lab|2018-03-28|2018-11-28|10|0.214|0.65|0.475|0.4676|0.151256368093674
2|Apalachicola Bay Aquatic Preserve|5002|Florida STORET / WIN|WIN_21FLTLHR_G2TLHR0051|Total Nitrogen|All|Lab|2022-01-06|2022-05-26|4|0.6|0.708|0.694|0.674|0.0510685813392148
3|Apalachicola National Estuarine Research Reserve|355|Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program|apacpnut|Total Nitrogen|All|Lab|2013-07-09|2019-12-03|94|0.014|1.24|0.4475|0.477244680851064|0.169654911363913
