AreaID|ManagedAreaName|Year|Month|ParameterName|RelativeDepth|ActivityType|N_Data|Min|Max|Median|Mean|StandardDeviation|ProgramIDs
2|Apalachicola Bay Aquatic Preserve|2000|8|Chlorophyll a corrected for pheophytin|Surface|Lab|20|1|20|2.2|4.38|5.76829811624666|5002
2|Apalachicola Bay Aquatic Preserve|2000|9|Chlorophyll a corrected for pheophytin|Surface|Lab|22|1|12|2.5|4.10909090909091|3.95629806413703|5002
2|Apalachicola Bay Aquatic Preserve|2000|10|Chlorophyll a corrected for pheophytin|Surface|Lab|20|5|26|10|10.72|5.80268540373652|5002
2|Apalachicola Bay Aquatic Preserve|2000|12|Chlorophyll a corrected for pheophytin|Surface|Lab|22|1|8.4|3.5|4|2.38167608049058|5002
2|Apalachicola Bay Aquatic Preserve|2001|1|Chlorophyll a corrected for pheophytin|Surface|Lab|20|1|72|2.2|10.84|21.3601793802836|5002
2|Apalachicola Bay Aquatic Preserve|2001|2|Chlorophyll a corrected for pheophytin|Surface|Lab|20|1|90|1|20.3|35.6209577577435|5002
2|Apalachicola Bay Aquatic Preserve|2001|3|Chlorophyll a corrected for pheophytin|Surface|Lab|22|0.85|5|1|1.67272727272727|1.23584627576249|5002
2|Apalachicola Bay Aquatic Preserve|2001|4|Chlorophyll a corrected for pheophytin|Surface|Lab|28|0.85|71|5.95|11.1285714285714|18.0526874400884|5002
2|Apalachicola Bay Aquatic Preserve|2001|5|Chlorophyll a corrected for pheophytin|Surface|Lab|28|0.85|2.5|1|1.15714285714286|0.467403047129144|5002
2|Apalachicola Bay Aquatic Preserve|2001|7|Chlorophyll a corrected for pheophytin|Surface|Lab|20|3.3|12|9.35|8.33|2.92936134588016|5002
2|Apalachicola Bay Aquatic Preserve|2001|8|Chlorophyll a corrected for pheophytin|Surface|Lab|22|0.85|17|10|10.6227272727273|4.50604692324202|5002
2|Apalachicola Bay Aquatic Preserve|2001|9|Chlorophyll a corrected for pheophytin|Surface|Lab|2|6.7|6.7|6.7|6.7|0|5002
2|Apalachicola Bay Aquatic Preserve|2001|10|Chlorophyll a corrected for pheophytin|Surface|Lab|22|0.85|22|0.85|3.57727272727273|6.12389401623493|5002
2|Apalachicola Bay Aquatic Preserve|2001|11|Chlorophyll a corrected for pheophytin|Surface|Lab|28|0.85|15|0.85|3.16428571428571|3.92326529589965|5002
2|Apalachicola Bay Aquatic Preserve|2001|12|Chlorophyll a corrected for pheophytin|Surface|Lab|26|0.85|0.85|0.85|0.85|0|5002
2|Apalachicola Bay Aquatic Preserve|2002|1|Chlorophyll a corrected for pheophytin|Surface|Lab|30|0.85|5.1|2.7|2.56|1.33302870083182|5002
2|Apalachicola Bay Aquatic Preserve|2002|2|Chlorophyll a corrected for pheophytin|Surface|Lab|20|1.3|41|2.7|7.08|11.8492105000158|5002
2|Apalachicola Bay Aquatic Preserve|2002|3|Chlorophyll a corrected for pheophytin|Surface|Lab|20|0.85|1.1|0.85|0.886|0.08055073589131|5002
2|Apalachicola Bay Aquatic Preserve|2002|4|Chlorophyll a corrected for pheophytin|Surface|Lab|68|0.83|19.8|1.75|3.62073529411765|3.86179268408535|355, 5002
2|Apalachicola Bay Aquatic Preserve|2002|5|Chlorophyll a corrected for pheophytin|Surface|Lab|20|0.85|3|0.9|1.201|0.690163214868697|5002
2|Apalachicola Bay Aquatic Preserve|2002|6|Chlorophyll a corrected for pheophytin|Surface|Lab|47|0.85|13|3.8|5.2568085106383|4.3641903011067|355, 5002
2|Apalachicola Bay Aquatic Preserve|2002|7|Chlorophyll a corrected for pheophytin|Surface|Lab|46|3.8|20.4|8.75|9.98065217391304|4.64147313883758|355, 5002
2|Apalachicola Bay Aquatic Preserve|2002|8|Chlorophyll a corrected for pheophytin|Surface|Lab|51|0.85|29.3|5.9|9.39058823529412|9.61542789724195|355, 5002
2|Apalachicola Bay Aquatic Preserve|2002|9|Chlorophyll a corrected for pheophytin|Surface|Lab|35|0.85|32|10.9|10.8125714285714|8.0510705692426|355, 5002
2|Apalachicola Bay Aquatic Preserve|2002|10|Chlorophyll a corrected for pheophytin|Surface|Lab|46|0.85|24.4|5.1|7.11521739130435|6.75475922397779|355, 5002
2|Apalachicola Bay Aquatic Preserve|2002|11|Chlorophyll a corrected for pheophytin|Surface|Lab|53|0.85|21.8|4.7|5.48245283018868|5.69992506889358|355, 5002
2|Apalachicola Bay Aquatic Preserve|2002|12|Chlorophyll a corrected for pheophytin|Surface|Lab|51|0.85|16|4.3|5.73176470588235|4.63953347046116|355, 5002
2|Apalachicola Bay Aquatic Preserve|2003|1|Chlorophyll a corrected for pheophytin|Surface|Lab|27|2.563|13.67|6.408|7.08044444444445|2.66050099870355|355
2|Apalachicola Bay Aquatic Preserve|2003|2|Chlorophyll a corrected for pheophytin|Surface|Lab|53|0.85|28.622|3.845|9.50088679245283|10.0152656339064|355, 5002
2|Apalachicola Bay Aquatic Preserve|2003|3|Chlorophyll a corrected for pheophytin|Surface|Lab|19|0.641|11.962|1.282|2.90063157894737|3.6572055848774|355
2|Apalachicola Bay Aquatic Preserve|2003|4|Chlorophyll a corrected for pheophytin|Surface|Lab|26|5.126|16.661|8.3305|9.29153846153846|3.82589933198216|355
2|Apalachicola Bay Aquatic Preserve|2003|5|Chlorophyll a corrected for pheophytin|Surface|Lab|27|5.126|22.428|10.894|10.7985925925926|4.17870614185097|355
2|Apalachicola Bay Aquatic Preserve|2003|6|Chlorophyll a corrected for pheophytin|Surface|Lab|26|2.563|18.423|6.0215|7.99534615384615|5.04518113801523|355
2|Apalachicola Bay Aquatic Preserve|2003|7|Chlorophyll a corrected for pheophytin|Surface|Lab|27|0.641|10.68|1.922|3.51407407407407|3.62475573634254|355
2|Apalachicola Bay Aquatic Preserve|2003|8|Chlorophyll a corrected for pheophytin|Surface|Lab|24|0.801|5.785|2.1625|2.77645833333333|1.75197218012374|355
2|Apalachicola Bay Aquatic Preserve|2003|9|Chlorophyll a corrected for pheophytin|Surface|Lab|27|2.136|7.049|4.699|4.77833333333333|1.13978034321058|355
2|Apalachicola Bay Aquatic Preserve|2003|10|Chlorophyll a corrected for pheophytin|Surface|Lab|27|2.99|13.457|6.835|7.04881481481482|2.78682924371376|355
2|Apalachicola Bay Aquatic Preserve|2003|11|Chlorophyll a corrected for pheophytin|Surface|Lab|27|2.136|12.175|6.408|6.62955555555556|2.77268572012122|355
2|Apalachicola Bay Aquatic Preserve|2003|12|Chlorophyll a corrected for pheophytin|Surface|Lab|26|2.99|12.816|6.1945|6.39157692307692|2.59700965224355|355
2|Apalachicola Bay Aquatic Preserve|2004|1|Chlorophyll a corrected for pheophytin|Surface|Lab|27|1.7|16|5.8|6.6962962962963|4.35496899940229|355
2|Apalachicola Bay Aquatic Preserve|2004|2|Chlorophyll a corrected for pheophytin|Surface|Lab|28|1.9|16.7|8.65|8.38571428571429|3.16517090823021|355
2|Apalachicola Bay Aquatic Preserve|2004|3|Chlorophyll a corrected for pheophytin|Surface|Lab|21|1.7|17.3|9|8.78095238095238|5.81056099250486|355
2|Apalachicola Bay Aquatic Preserve|2004|4|Chlorophyll a corrected for pheophytin|Surface|Lab|27|1.7|16.7|9.6|8.04444444444444|4.89814198158801|355
2|Apalachicola Bay Aquatic Preserve|2004|5|Chlorophyll a corrected for pheophytin|Surface|Lab|26|3.8|22.4|12.8|13.8615384615385|6.10383990111647|355
2|Apalachicola Bay Aquatic Preserve|2004|6|Chlorophyll a corrected for pheophytin|Surface|Lab|27|1.7|24.4|4.7|6.22962962962963|4.86058043501413|355
2|Apalachicola Bay Aquatic Preserve|2004|7|Chlorophyll a corrected for pheophytin|Surface|Lab|26|1.7|13.4|7|7.24230769230769|3.70104559030802|355
2|Apalachicola Bay Aquatic Preserve|2004|8|Chlorophyll a corrected for pheophytin|Surface|Lab|27|4.5|22.4|8.3|9.33333333333333|4.11142872415978|355
2|Apalachicola Bay Aquatic Preserve|2004|9|Chlorophyll a corrected for pheophytin|Surface|Lab|27|0.8|20.5|7.7|8.32592592592593|5.2261614529943|355
2|Apalachicola Bay Aquatic Preserve|2004|10|Chlorophyll a corrected for pheophytin|Surface|Lab|27|2.1|11.5|6.4|6.27777777777778|2.48446455047443|355
2|Apalachicola Bay Aquatic Preserve|2004|11|Chlorophyll a corrected for pheophytin|Surface|Lab|49|0.6|20.5|2.6|4.1469387755102|4.17168541283658|355
2|Apalachicola Bay Aquatic Preserve|2004|12|Chlorophyll a corrected for pheophytin|Surface|Lab|5|1.3|7|3.8|4.1|2.31732604525129|355
