AreaID|ManagedAreaName|Month|ParameterName|RelativeDepth|ActivityType|N|Min|Max|Median|Mean|StandardDeviation|ProgramIDs
1|Alligator Harbor Aquatic Preserve|1|Turbidity|Surface|All|305|0.3|5|1|1.14852459016393|0.651059450519259|469, 5002
1|Alligator Harbor Aquatic Preserve|2|Turbidity|Surface|All|589|0|16|2|2.67619694397284|2.26138723947523|469, 5002
1|Alligator Harbor Aquatic Preserve|3|Turbidity|Surface|All|487|0.4|27|3.4|3.93794661190965|3.04577280651617|469, 5002
1|Alligator Harbor Aquatic Preserve|4|Turbidity|Surface|All|747|0.9|35|7|7.7623828647925|4.79147659220485|469, 5002
1|Alligator Harbor Aquatic Preserve|5|Turbidity|Surface|All|719|1.4|30|6.3|7.23741307371349|4.34013522829468|469, 5002
1|Alligator Harbor Aquatic Preserve|6|Turbidity|Surface|All|870|0.9|22|5.3|6.08988505747126|3.23375305024906|469, 5002
1|Alligator Harbor Aquatic Preserve|7|Turbidity|Surface|All|887|1|24|6|6.84306651634724|3.69637044524525|469, 5002
1|Alligator Harbor Aquatic Preserve|8|Turbidity|Surface|All|599|1.4|31|7.8|8.76477462437396|4.59551306989136|469, 5002
1|Alligator Harbor Aquatic Preserve|9|Turbidity|Surface|All|757|1.4|39|7|8.74266842800529|5.89094136998245|469, 5002
1|Alligator Harbor Aquatic Preserve|10|Turbidity|Surface|All|643|1.1|23|5.6|6.82130637636081|4.06840996722786|469, 5002
1|Alligator Harbor Aquatic Preserve|11|Turbidity|Surface|All|265|0.6|12|4.2|4.40203773584906|2.4736026814837|469, 5002
1|Alligator Harbor Aquatic Preserve|12|Turbidity|Surface|All|297|0.44|19|3.7|4.16760942760943|2.84601903251267|469, 5002
2|Apalachicola Bay Aquatic Preserve|1|Turbidity|Surface|All|2744|0.32|164|5.4|8.55856413994169|9.61543531689913|129, 355, 5002
2|Apalachicola Bay Aquatic Preserve|2|Turbidity|Surface|All|2776|0.39|47|7|9.56529178674351|7.91200876222774|129, 355, 5002
2|Apalachicola Bay Aquatic Preserve|3|Turbidity|Surface|All|3418|0.1|85.3|9|11.7701287302516|9.45925696503228|129, 355, 5002
2|Apalachicola Bay Aquatic Preserve|4|Turbidity|Surface|All|2499|0.44|75|8.4|11.0656382553021|8.82588555485823|129, 355, 5002
2|Apalachicola Bay Aquatic Preserve|5|Turbidity|Surface|All|2702|0.31|120|5.65|7.83468541820874|7.20709552266819|129, 355, 5002
2|Apalachicola Bay Aquatic Preserve|6|Turbidity|Surface|All|2851|0.03|59.8|4.9|6.28540512101017|5.58151557758616|129, 355, 5002
2|Apalachicola Bay Aquatic Preserve|7|Turbidity|Surface|All|3510|0.24|37|5.4|6.11081766381766|3.74635838963852|129, 355, 5002
2|Apalachicola Bay Aquatic Preserve|8|Turbidity|Surface|All|4422|0.18|41.5|5.1|5.89563772048847|3.50775584756059|103, 129, 355, 5002
2|Apalachicola Bay Aquatic Preserve|9|Turbidity|Surface|All|2817|0.3|64|5.8|7.85004614838481|6.72266734885647|129, 355, 5002
2|Apalachicola Bay Aquatic Preserve|10|Turbidity|Surface|All|2151|0.1|56.8|5.4|7.36909809390981|6.37004419138051|129, 355, 5002
2|Apalachicola Bay Aquatic Preserve|11|Turbidity|Surface|All|2323|0.17|101.6|3.6|5.09540680154972|5.32532636561673|129, 355, 5002
2|Apalachicola Bay Aquatic Preserve|12|Turbidity|Surface|All|2170|0.7|95|5.3|7.22104147465438|6.91091144673106|129, 355, 5002
3|Apalachicola National Estuarine Research Reserve|1|Turbidity|Surface|All|4557|0.32|164|5|7.74139346061005|8.58662653149022|129, 355, 5002
3|Apalachicola National Estuarine Research Reserve|2|Turbidity|Surface|All|4598|0.39|50|6.4|8.87367116137451|7.68542128532971|129, 355, 5002
