AreaID|ManagedAreaName|ParameterName|RelativeDepth|ActivityType|SufficientData|N_Data|N_Years|EarliestYear|LatestYear|LastSampleDate|Median|Independent|tau|p|SennSlope|SennIntercept|ChiSquared|pChiSquared|Trend
1|Alligator Harbor Aquatic Preserve|Total Suspended Solids, TSS|Surface|Lab|FALSE|33|4|2019|2022|2022-06-07|15||||||||
2|Apalachicola Bay Aquatic Preserve|Total Suspended Solids, TSS|Surface|Lab|TRUE|1626|14|1992|2022|2022-05-26|9|TRUE|-0.1977|0.0069|-0.342105263157895|20.3372319688109|8.5761|0.661|-1
3|Apalachicola National Estuarine Research Reserve|Total Suspended Solids, TSS|Surface|Lab|TRUE|2851|25|1992|2022|2022-06-07|10|TRUE|-0.3013|0|-0.307886557886558|16.9530892448513|7.0962|0.7912|-1
4|Banana River Aquatic Preserve|Total Suspended Solids, TSS|Surface|Lab|TRUE|2003|24|1997|2022|2022-03-10|9.5|TRUE|-0.2102|0|-0.290584415584416|14.2341636394141|2.8804|0.9922|-1
5|Big Bend Seagrasses Aquatic Preserve|Total Suspended Solids, TSS|Surface|Lab|TRUE|3741|33|1990|2022|2022-01-19|4|TRUE|-0.329|0|-0.0681818181818182|5.19660894660895|6.2188|0.8584|-1
7|Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|Total Suspended Solids, TSS|Surface|Lab|FALSE|0|0||||||||||||
6|Biscayne Bay Aquatic Preserve|Total Suspended Solids, TSS|Surface|Lab|TRUE|1361|26|1994|2022|2022-03-10|8|TRUE|-0.0254|0.0074|0.5|38.2044507575758|43.9287|0|1
8|Boca Ciega Bay Aquatic Preserve|Total Suspended Solids, TSS|Surface|Lab|TRUE|2461|18|2002|2021|2021-12-16|12|TRUE|-0.262|0|-0.332391640866873|15.7945763305322|2.8603|0.9924|-1
9|Cape Haze Aquatic Preserve|Total Suspended Solids, TSS|Surface|Lab|TRUE|335|16|2003|2021|2021-11-08|9.05|TRUE|0.2097|0.0027|0.433229166666667|5.40979166666667|4.3894|0.9571|1
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|Total Suspended Solids, TSS|Surface|Lab|FALSE|54|8|1989|2017|2017-05-23|13||||||||
11|Cockroach Bay Aquatic Preserve|Total Suspended Solids, TSS|Surface|Lab|TRUE|229|10|2000|2020|2020-06-02|7|TRUE|0.0332|0.6257|-0.0384615384615385|3.31033182503771|21.601|0.0277|0
13|Coupon Bight Aquatic Preserve|Total Suspended Solids, TSS|Surface|Lab|FALSE|0|0||||||||||||
14|Estero Bay Aquatic Preserve|Total Suspended Solids, TSS|Surface|Lab|TRUE|5183|31|1992|2022|2022-06-22|14.2|TRUE|0.0693|0.0716|0.122885375494071|16.0715025628307|14.5025|0.2064|0
15|Florida Keys National Marine Sanctuary|Total Suspended Solids, TSS|Surface|Lab|TRUE|717|14|2007|2022|2022-03-09|7|TRUE|-0.5106|0|-4.9|58.8104456018519|7.3077|0.7736|-2
16|Fort Clinch State Park Aquatic Preserve|Total Suspended Solids, TSS|Surface|Lab|FALSE|40|2|2013|2014|2014-09-17|18.5||||||||
17|Fort Pickens State Park Aquatic Preserve|Total Suspended Solids, TSS|Surface|Lab|TRUE|426|13|1997|2012|2012-09-25|14|TRUE|-0.5681|0|-1.70192307692308|22.6389835164835|7.436|0.7628|-2
18|Gasparilla Sound-Charlotte Harbor Aquatic Preserve|Total Suspended Solids, TSS|Surface|Lab|TRUE|4236|27|1996|2022|2022-06-07|6.89|TRUE|-0.0324|0.4469|-0.0275|9.71489334130782|5.1172|0.9254|0
19|Guana River Marsh Aquatic Preserve|Total Suspended Solids, TSS|Surface|Lab|TRUE|1503|26|1997|2022|2022-06-14|24.4|TRUE|-0.3061|0|-0.7075|31.6071428571429|5.8552|0.8828|-1
20|Guana Tolomato Matanzas National Estuarine Research Reserve|Total Suspended Solids, TSS|Surface|Lab|TRUE|3988|26|1997|2022|2022-06-14|18|TRUE|-0.362|0|-0.770555555555555|30.3066938290468|3.0819|0.9896|-1
21|Indian River-Malabar to Vero Beach Aquatic Preserve|Total Suspended Solids, TSS|Surface|Lab|TRUE|2897|24|1997|2022|2022-04-25|8.4|TRUE|-0.383|0|-0.444155844155844|14.8831662210339|4.3476|0.9586|-1
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|Total Suspended Solids, TSS|Surface|Lab|TRUE|750|24|1997|2022|2022-06-15|11.15|TRUE|-0.2884|0|-0.418181818181818|16.7763888888889|5.8558|0.8828|-1
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|Total Suspended Solids, TSS|Surface|Lab|TRUE|751|29|1994|2022|2022-06-15|6|TRUE|-0.057|0.3869|-0.0291666666666667|5.84633928571429|10.1052|0.5209|0
25|Lemon Bay Aquatic Preserve|Total Suspended Solids, TSS|Surface|Lab|TRUE|722|22|1997|2021|2021-07-21|9|TRUE|0.1155|0.0244|0.139166666666667|8.60648148148148|12.2882|0.3424|1
26|Lignumvitae Key Aquatic Preserve|Total Suspended Solids, TSS|Surface|Lab|FALSE|18|2|2016|2017|2017-05-09|13||||||||
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|Total Suspended Solids, TSS|Surface|Lab|TRUE|3973|29|1994|2022|2022-06-14|4|TRUE|0.0776|0.2402|0.0167214912280706|3.41034523809524|12.7518|0.3099|0
28|Matlacha Pass Aquatic Preserve|Total Suspended Solids, TSS|Surface|Lab|TRUE|774|20|2003|2022|2022-06-07|9.865|TRUE|-0.0721|0.1469|-0.132847222222222|11.2919970414201|10.1993|0.5126|0
29|Mosquito Lagoon Aquatic Preserve|Total Suspended Solids, TSS|Surface|Lab|TRUE|387|24|1997|2022|2022-04-06|20|TRUE|-0.1974|0|-0.5|30.7485119047619|14.2997|0.2169|-1
30|Nassau River-St. Johns River Marshes Aquatic Preserve|Total Suspended Solids, TSS|Surface|Lab|TRUE|500|16|1997|2022|2022-05-10|17.2|TRUE|0.0765|0.4028|0.144488968531469|17.9739537698413|6.845|0.8115|0
48|Nature Coast Aquatic Preserve|Total Suspended Solids, TSS|Surface|Lab|FALSE|436|4|2015|2020|2020-11-04|2.94||||||||
31|North Fork St. Lucie Aquatic Preserve|Total Suspended Solids, TSS|Surface|Lab|TRUE|606|17|2000|2022|2022-07-06|7|TRUE|-0.0845|0.2896|-0.0736111111111112|7.09186507936508|18.6823|0.067|0
33|Pellicer Creek Aquatic Preserve|Total Suspended Solids, TSS|Surface|Lab|TRUE|1447|10|2009|2021|2021-12-01|14|TRUE|0.0279|0.8295|0.0594405594405597|11.3801106563891|6.8913|0.8078|0
34|Pine Island Sound Aquatic Preserve|Total Suspended Solids, TSS|Surface|Lab|TRUE|2348|26|1987|2022|2022-06-07|13|TRUE|-0.0015|0.9848|0.00537037037037022|18.3522377607202|8.2684|0.6891|0
35|Pinellas County Aquatic Preserve|Total Suspended Solids, TSS|Surface|Lab|TRUE|11465|20|2000|2022|2022-05-19|10|TRUE|-0.3866|0|-0.471015211640212|16.5407692818877|2.7315|0.9938|-1
