AreaID|ManagedAreaName|Month|ParameterName|RelativeDepth|ActivityType|N|Min|Max|Median|Mean|StandardDeviation|ProgramIDs
1|Alligator Harbor Aquatic Preserve|1|Salinity|Surface|Field|256|24.1|36.7|31.8|31.84234375|2.67646752396937|69, 95, 469, 5002
1|Alligator Harbor Aquatic Preserve|2|Salinity|Surface|Field|507|23.9|36.5|30.9|30.8829783037475|1.89817053734811|69, 95, 469, 5002
1|Alligator Harbor Aquatic Preserve|3|Salinity|Surface|Field|385|3.1|34.5|30.6|30.343012987013|2.44174123798334|69, 95, 469, 557, 5002
1|Alligator Harbor Aquatic Preserve|4|Salinity|Surface|Field|620|0.3|36.4|31.2|30.6305161290323|3.08168654777507|69, 95, 469, 5002
1|Alligator Harbor Aquatic Preserve|5|Salinity|Surface|Field|508|23.9|38|31.7|31.3411220472441|2.50968281093549|69, 95, 469, 5002
1|Alligator Harbor Aquatic Preserve|6|Salinity|Surface|Field|720|22.6|40|32|31.3124722222222|2.95752226849254|69, 95, 469, 557, 558, 5002
1|Alligator Harbor Aquatic Preserve|7|Salinity|Surface|Field|762|21.5|37.2|30.8|30.28843832021|3.20160690632935|69, 95, 469, 557, 558, 5002
1|Alligator Harbor Aquatic Preserve|8|Salinity|Surface|Field|497|23.3|35.3|30.4|30.3899798792757|2.23140510656276|69, 95, 469, 557, 558, 5002
1|Alligator Harbor Aquatic Preserve|9|Salinity|Surface|Field|657|18.4|36.2|30.2|29.9186301369863|2.98062911981398|69, 95, 469, 557, 558, 5002
1|Alligator Harbor Aquatic Preserve|10|Salinity|Surface|Field|483|19.5|36.4|30.6|30.9634989648033|2.53844603473552|69, 95, 469, 557, 5002
1|Alligator Harbor Aquatic Preserve|11|Salinity|Surface|Field|290|29|36.7|31.325|31.6308275862069|1.30673210479426|69, 95, 469, 5002
1|Alligator Harbor Aquatic Preserve|12|Salinity|Surface|Field|317|26.5|36|31.2|31.4620820189274|1.46898055784532|69, 95, 469, 5002
2|Apalachicola Bay Aquatic Preserve|1|Salinity|Surface|Field|2841|0|37.1|9.5|11.4311334037311|9.54491289829669|69, 95, 129, 355, 5002
2|Apalachicola Bay Aquatic Preserve|2|Salinity|Surface|Field|2845|0|37.4|9.3|10.528|9.24898906400304|69, 95, 129, 355, 456, 5002
2|Apalachicola Bay Aquatic Preserve|3|Salinity|Surface|Field|3333|0|37|7|9.79141914191419|9.44000288972736|69, 95, 129, 355, 5002
2|Apalachicola Bay Aquatic Preserve|4|Salinity|Surface|Field|2742|0|36.2|8.5|11.1919985412108|10.3104042946648|69, 95, 129, 355, 5002
2|Apalachicola Bay Aquatic Preserve|5|Salinity|Surface|Field|2741|0|37.3|13.2|14.6929697190806|10.955815401172|69, 95, 129, 355, 456, 557, 5002
2|Apalachicola Bay Aquatic Preserve|6|Salinity|Surface|Field|3100|0|38.5|15|15.8703580645161|11.7224083229574|69, 95, 119, 129, 355, 456, 557, 5002
2|Apalachicola Bay Aquatic Preserve|7|Salinity|Surface|Field|3535|0|39|15.8|16.2586166902405|11.5797756552648|69, 95, 103, 115, 118, 129, 355, 5002
2|Apalachicola Bay Aquatic Preserve|8|Salinity|Surface|Field|3492|0|39.8|15|15.2553465063001|10.6815817686661|69, 95, 129, 355, 456, 557, 5002
2|Apalachicola Bay Aquatic Preserve|9|Salinity|Surface|Field|3150|0|37.1|19.05|17.3055936507937|9.7319967477694|69, 95, 129, 355, 456, 5002
2|Apalachicola Bay Aquatic Preserve|10|Salinity|Surface|Field|2847|0|38.3|20.1|18.4003723217422|9.18573759285859|69, 95, 129, 355, 456, 557, 5002
2|Apalachicola Bay Aquatic Preserve|11|Salinity|Surface|Field|2772|0|38.2|18.15|17.0901154401154|9.60741128278056|69, 95, 129, 355, 456, 5002
2|Apalachicola Bay Aquatic Preserve|12|Salinity|Surface|Field|2446|0|37|13.95|14.6063000817661|9.78441563358238|69, 95, 129, 355, 5002
3|Apalachicola National Estuarine Research Reserve|1|Salinity|Surface|Field|4413|0|38.4|10|12.0608112395196|10.3814342869802|69, 95, 129, 355, 5002
3|Apalachicola National Estuarine Research Reserve|2|Salinity|Surface|Field|4502|0|37.4|9.9|11.1928987116837|9.92257319687416|69, 95, 129, 355, 456, 5002
3|Apalachicola National Estuarine Research Reserve|3|Salinity|Surface|Field|5279|0|37|8.5|10.7688634211025|9.69533242239267|69, 95, 129, 355, 456, 5002
3|Apalachicola National Estuarine Research Reserve|4|Salinity|Surface|Field|4408|0|36.2|9.3|11.9276451905626|10.6560947570007|69, 95, 129, 355, 5002
3|Apalachicola National Estuarine Research Reserve|5|Salinity|Surface|Field|4187|0|37.3|15.4|15.3777573441605|11.3636384068119|69, 95, 129, 355, 456, 557, 5002
3|Apalachicola National Estuarine Research Reserve|6|Salinity|Surface|Field|4330|0|38.5|16.6|16.2780023094688|11.9670261280624|69, 95, 119, 129, 355, 456, 557, 558, 5002
3|Apalachicola National Estuarine Research Reserve|7|Salinity|Surface|Field|4889|0|39|17.7|16.5962691757006|11.804262666208|69, 95, 103, 115, 118, 129, 355, 558, 5002
3|Apalachicola National Estuarine Research Reserve|8|Salinity|Surface|Field|4813|0|39.8|16.8|15.910567213796|11.2608373048462|69, 95, 115, 129, 355, 456, 557, 558, 5002
3|Apalachicola National Estuarine Research Reserve|9|Salinity|Surface|Field|4556|0|37.1|20.4|17.8904741000878|10.8250295459596|69, 95, 129, 355, 456, 558, 5002
3|Apalachicola National Estuarine Research Reserve|10|Salinity|Surface|Field|4537|0|38.3|22.3|19.7088097862023|10.6818116768403|69, 95, 129, 355, 456, 557, 558, 5002
3|Apalachicola National Estuarine Research Reserve|11|Salinity|Surface|Field|4137|0|38.2|19.6|17.9569277254049|11.1292380801443|69, 95, 129, 355, 456, 5002
3|Apalachicola National Estuarine Research Reserve|12|Salinity|Surface|Field|3742|0|39|14.55|15.3540940673437|11.2687713420399|69, 95, 129, 355, 456, 5002
4|Banana River Aquatic Preserve|1|Salinity|Surface|Field|1631|8.4|37.3|18.9|20.1825076640098|5.81107201305337|69, 95, 3001, 3013, 5002
4|Banana River Aquatic Preserve|2|Salinity|Surface|Field|2151|0|37.4|17.7|18.4531845653185|6.20158375442347|69, 95, 540, 3001, 3013, 5002
4|Banana River Aquatic Preserve|3|Salinity|Surface|Field|1885|0|38|19.5|20.1395968169761|6.01881180335402|69, 95, 540, 3001, 3013, 5002
4|Banana River Aquatic Preserve|4|Salinity|Surface|Field|2266|0|38|21|21.0442894969109|6.04080597469252|69, 95, 3001, 3013, 5002
4|Banana River Aquatic Preserve|5|Salinity|Surface|Field|2471|0|38.88|21.2|22.0459368676649|6.47701858258023|69, 95, 540, 3001, 3013, 5002
4|Banana River Aquatic Preserve|6|Salinity|Surface|Field|2095|0|39|21|21.09861575179|6.93010395822909|69, 95, 540, 3001, 3013, 5002
4|Banana River Aquatic Preserve|7|Salinity|Surface|Field|2098|1.78|52.5|21.58|20.8714728312679|6.77918861361138|69, 95, 115, 118, 3001, 3013, 5002
