AreaID|ManagedAreaName|ParameterName|RelativeDepth|ActivityType|SufficientData|N_Data|N_Years|EarliestYear|LatestYear|LastSampleDate|Median|Independent|tau|p|SennSlope|SennIntercept|ChiSquared|pChiSquared|Trend
1|Alligator Harbor Aquatic Preserve|Total Nitrogen|All|Lab|TRUE|1865|17|2001|2022|2022-06-07|0.23|TRUE|-0.0028|1|-0.00000357142857142856|0.239126520529264|8.0713|0.7069|0
2|Apalachicola Bay Aquatic Preserve|Total Nitrogen|All|Lab|TRUE|2347|21|1992|2022|2022-05-26|0.602|TRUE|0.0738|0.1666|0.0025782447983865|0.573529483161218|13.3976|0.2681|0
3|Apalachicola National Estuarine Research Reserve|Total Nitrogen|All|Lab|TRUE|3684|26|1992|2022|2022-06-07|0.63|TRUE|0.0069|0.7967|0.000304347826086978|0.711013129084967|10.6235|0.4753|0
4|Banana River Aquatic Preserve|Total Nitrogen|All|Lab|TRUE|4121|26|1997|2022|2022-04-11|1.254|TRUE|-0.3177|0|-0.0171541666666667|1.3991452768759|7.5169|0.7558|-1
5|Big Bend Seagrasses Aquatic Preserve|Total Nitrogen|All|Lab|TRUE|12929|33|1990|2022|2022-06-30|0.518|TRUE|0.1184|0.0017|0.00408429156429156|0.47422583287656|6.978|0.8009|1
7|Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|Total Nitrogen|All|Lab|FALSE|0|0||||||||||||
6|Biscayne Bay Aquatic Preserve|Total Nitrogen|All|Lab|TRUE|6582|30|1993|2022|2022-05-05|0.339|TRUE|0.1581|0.0001|0.00349695652173912|0.316175641518755|12.3301|0.3394|1
8|Boca Ciega Bay Aquatic Preserve|Total Nitrogen|All|Lab|TRUE|5188|22|1999|2021|2021-12-16|0.55|TRUE|0.3865|0|0.0118872549019608|0.445068379877203|2.3894|0.9966|1
9|Cape Haze Aquatic Preserve|Total Nitrogen|All|Lab|TRUE|394|22|1998|2022|2022-07-06|0.528|TRUE|0.2307|0.0001|0.0135555555555556|0.345331140350877|9.4385|0.5815|1
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|Total Nitrogen|All|Lab|TRUE|3110|29|1989|2022|2022-05-11|0.417|TRUE|0.2719|0|0.00878124999999999|0.314063549761905|3.5149|0.982|1
11|Cockroach Bay Aquatic Preserve|Total Nitrogen|All|Lab|TRUE|2375|22|1999|2022|2022-06-28|0.687|TRUE|-0.2248|0|-0.0104166666666667|0.755428253787879|5.9267|0.8782|-1
13|Coupon Bight Aquatic Preserve|Total Nitrogen|All|Lab|TRUE|147|21|1995|2022|2022-05-19|0.254|TRUE|0.2559|0.0055|0.00529110452239789|0.129034596624714|12.8251|0.3049|1
14|Estero Bay Aquatic Preserve|Total Nitrogen|All|Lab|TRUE|11771|32|1991|2022|2022-07-05|0.58|TRUE|0.2558|0|0.0128932947118241|0.408490384057971|14.9648|0.1841|1
15|Florida Keys National Marine Sanctuary|Total Nitrogen|All|Lab|TRUE|37856|34|1989|2022|2022-05-29|0.157242585|TRUE|-0.3344|0|-0.00594005612476285|0.299743370518553|6.6837|0.8241|-1
16|Fort Clinch State Park Aquatic Preserve|Total Nitrogen|All|Lab|TRUE|96|10|2000|2022|2022-05-17|0.354|TRUE|-0.3333|0.1002|-0.00742857142857144|0.487052631578947|7.8551|0.643|0
17|Fort Pickens State Park Aquatic Preserve|Total Nitrogen|All|Lab|TRUE|164|12|1999|2022|2022-04-12|0.255|TRUE|-0.3145|0.0332|-0.00908741258741259|0.345869448095764|2.8698|0.9923|-1
18|Gasparilla Sound-Charlotte Harbor Aquatic Preserve|Total Nitrogen|All|Lab|TRUE|7724|30|1993|2022|2022-07-05|0.62|TRUE|0.0127|0.8522|0.000156703703703699|0.592068905854612|10.9443|0.4479|0
19|Guana River Marsh Aquatic Preserve|Total Nitrogen|All|Lab|TRUE|3565|26|1997|2022|2022-06-14|0.623|TRUE|0.1058|0.01|0.0061531746031746|0.526092895658263|4.1615|0.965|1
20|Guana Tolomato Matanzas National Estuarine Research Reserve|Total Nitrogen|All|Lab|TRUE|9485|26|1997|2022|2022-06-14|0.558|TRUE|0.1793|0|0.00722444444444444|0.537347815101726|6.374|0.8473|1
21|Indian River-Malabar to Vero Beach Aquatic Preserve|Total Nitrogen|All|Lab|TRUE|5965|26|1997|2022|2022-04-25|0.664|TRUE|-0.3361|0|-0.0160496240601504|0.79445419047619|8.9342|0.628|-1
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|Total Nitrogen|All|Lab|TRUE|1934|26|1997|2022|2022-06-15|0.5395|TRUE|-0.4131|0|-0.01875|0.738847738095238|4.3483|0.9586|-1
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|Total Nitrogen|All|Lab|TRUE|806|22|2000|2022|2022-07-06|0.321|TRUE|-0.1075|0.1234|-0.000400000000000007|0.242869444444444|4.1824|0.9643|0
25|Lemon Bay Aquatic Preserve|Total Nitrogen|All|Lab|TRUE|2887|26|1995|2022|2022-07-06|0.524|TRUE|0.0891|0.0484|0.00199965986394559|0.466548295454546|3.5002|0.9823|1
26|Lignumvitae Key Aquatic Preserve|Total Nitrogen|All|Lab|FALSE|280|8|2001|2022|2022-05-25|0.244||||||||
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|Total Nitrogen|All|Lab|TRUE|6338|31|1991|2021|2021-12-13|0.779|TRUE|-0.3316|0|-0.0208594056179328|1.05973793605488|20.6419|0.0373|-1
28|Matlacha Pass Aquatic Preserve|Total Nitrogen|All|Lab|TRUE|2140|27|1996|2022|2022-07-05|0.6345|TRUE|0.2617|0|0.0107541287878788|0.508172619047619|15.6051|0.1564|1
29|Mosquito Lagoon Aquatic Preserve|Total Nitrogen|All|Lab|TRUE|708|25|1997|2022|2022-04-06|0.717765|TRUE|-0.3776|0|-0.0219408823529412|0.775385980392157|9.3697|0.5878|-1
30|Nassau River-St. Johns River Marshes Aquatic Preserve|Total Nitrogen|All|Lab|TRUE|1370|29|1988|2022|2022-05-17|0.4247|TRUE|-0.0928|0.0721|-0.00519947916666666|0.534083787878788|5.4837|0.9055|0
48|Nature Coast Aquatic Preserve|Total Nitrogen|All|Lab|TRUE|4646|20|1996|2021|2021-06-24|0.39|TRUE|-0.0247|0.7556|-0.000270270270270268|0.413735979834194|7.6906|0.7407|0
31|North Fork St. Lucie Aquatic Preserve|Total Nitrogen|All|Lab|TRUE|942|18|1999|2022|2022-07-06|1.0265|TRUE|0.0341|0.7346|0.00141812865497076|0.975127855477855|8.7807|0.6421|0
33|Pellicer Creek Aquatic Preserve|Total Nitrogen|All|Lab|TRUE|3088|20|2002|2021|2021-12-01|0.6834|TRUE|0.2001|0|0.0126788728632479|0.583930769230769|20.0487|0.0447|1
34|Pine Island Sound Aquatic Preserve|Total Nitrogen|All|Lab|TRUE|6144|28|1995|2022|2022-07-05|0.5|TRUE|0.3926|0|0.0190971153846154|0.224164460620025|10.2245|0.5103|1
35|Pinellas County Aquatic Preserve|Total Nitrogen|All|Lab|TRUE|28031|24|1999|2022|2022-06-22|0.6|TRUE|-0.3432|0|-0.0157699502878074|0.852577298422677|7.0735|0.7931|-1
37|Rocky Bayou State Park Aquatic Preserve|Total Nitrogen|All|Lab|TRUE|789|22|2001|2022|2022-05-13|0.22|TRUE|-0.0093|0.8826|-0.00000499999999999905|0.18976735290404|6.2962|0.8529|0
38|Rookery Bay Aquatic Preserve|Total Nitrogen|All|Lab|TRUE|3529|27|1989|2022|2022-05-10|0.2896|TRUE|0.3199|0|0.0114338541666667|0.150793124073347|4.7782|0.9414|1
39|Rookery Bay National Estuarine Research Reserve|Total Nitrogen|All|Lab|TRUE|6784|32|1989|2022|2022-05-11|0.35|TRUE|0.1963|0|0.00729354817708333|0.322276155462185|5.1194|0.9252|1
12|Southeast Florida Coral Reef Ecosystem Conservation Area|Total Nitrogen|All|Lab|FALSE|1610|6|2009|2015|2015-07-14|0.063||||||||
40|St. Andrews State Park Aquatic Preserve|Total Nitrogen|All|Lab|TRUE|1742|31|1990|2022|2022-06-01|0.194|TRUE|0.3507|0|0.0042977|0.0615978094747601|16.7719|0.1148|1
