ManagedAreaName|Year|N|Min|Max|Median|Mean|StandardDeviation|ProgramIDs
Apalachicola Bay Aquatic Preserve|2000|58|55.6|117.2|91.65|91.051724137931|11.7538831415418|129
Apalachicola Bay Aquatic Preserve|2001|114|52.2|142.8|89.65|91.9043859649123|15.2950590110204|129
Apalachicola Bay Aquatic Preserve|2002|113|43|142.4|89.3|89.5920353982301|17.0129369976042|129
Apalachicola Bay Aquatic Preserve|2003|115|28.6|120.8|86.2|85.9521739130435|18.3792376558875|129
Apalachicola Bay Aquatic Preserve|2004|108|1.7|150|88.65|87.2324074074074|21.9613970101222|129
Apalachicola Bay Aquatic Preserve|2005|117|2.1|147.2|90.4|87.1068376068376|24.0118639013406|129
Apalachicola Bay Aquatic Preserve|2006|123|53.2|178.3|90.7|91.5984552845528|17.7193919442227|129, 355
Apalachicola Bay Aquatic Preserve|2007|119|35.4|132.7|92|90.790756302521|17.1948306756866|129
Apalachicola Bay Aquatic Preserve|2008|120|9.4|126.5|84.1|83.2791666666667|16.4284028276576|129
Apalachicola Bay Aquatic Preserve|2009|98|36.3|132.7|76.8|76.3530612244898|16.2339989679394|129
Apalachicola Bay Aquatic Preserve|2010|110|9.4|118.6|86.7|85.9383636363636|15.553094180328|129
Apalachicola Bay Aquatic Preserve|2011|145|26.4|147|84.4|84.4855172413793|17.5851854447554|129, 355
Apalachicola Bay Aquatic Preserve|2012|169|0.4|130.3|86.8|83.4189349112426|20.1529980057742|129, 355, 5002
Apalachicola Bay Aquatic Preserve|2013|73|18.7|117.8|93.1|86.4876712328767|23.380125375136|355
Apalachicola Bay Aquatic Preserve|2014|27|6.7|131.5|81|81.1259259259259|23.9476928805677|129
Apalachicola Bay Aquatic Preserve|2015|37|35.4|121.3|85|84.3810810810811|18.8742452069515|129, 355
Apalachicola Bay Aquatic Preserve|2016|35|6.04|165.4|99.6|93.3328571428571|30.4073674868278|129
Apalachicola Bay Aquatic Preserve|2017|120|33.7|144|102.65|99.8933333333333|16.8050049234206|129, 355
Apalachicola Bay Aquatic Preserve|2018|121|19.3|134.2|100|95.6677685950413|20.6963330684288|129, 355, 5002
Apalachicola Bay Aquatic Preserve|2019|114|58.1|138|96.9|98.4973684210526|14.0347322677587|129, 355, 5002
Apalachicola Bay Aquatic Preserve|2020|54|32.1|122.5|94.1|91.9277777777778|15.7064392114955|129, 5002
Apalachicola Bay Aquatic Preserve|2021|10|52.1|113.8|84.6|85.14|17.4696689531695|5002
Apalachicola Bay Aquatic Preserve|2022|2|149.6|167.2|158.4|158.4|12.4450793488832|5002
Apalachicola National Estuarine Research Reserve|2000|71|55.6|117.2|90.1|90.0633802816902|11.3976970034254|129
Apalachicola National Estuarine Research Reserve|2001|144|52.2|142.8|89.95|92.2243055555556|14.481197099841|129
Apalachicola National Estuarine Research Reserve|2002|160|43|142.4|91.8|90.62875|15.3409895603844|129
Apalachicola National Estuarine Research Reserve|2003|166|27.9|123.5|87|86.5271084337349|18.4639481663918|129, 355, 5002
Apalachicola National Estuarine Research Reserve|2004|162|1.7|150|89.85|88.6765432098765|19.5232065867725|129, 355
Apalachicola National Estuarine Research Reserve|2005|158|2.1|147.2|91|87.9784810126582|21.6537616560339|129, 355
Apalachicola National Estuarine Research Reserve|2006|151|53.2|178.3|91|91.3113245033113|16.6786235913118|129, 355
Apalachicola National Estuarine Research Reserve|2007|181|35.4|132.7|91.8|90.6662983425414|15.3569463869846|129, 355
Apalachicola National Estuarine Research Reserve|2008|179|9.4|126.5|86.8|85.3134078212291|14.6139474362619|129, 355
Apalachicola National Estuarine Research Reserve|2009|126|36.3|132.7|78.2|77.6428571428571|16.1381804603688|129, 355
Apalachicola National Estuarine Research Reserve|2010|166|9.4|118.6|87.7|87.5471084337349|14.3345845850005|129, 355
Apalachicola National Estuarine Research Reserve|2011|232|26.4|147|85.7|84.7418103448276|15.3591497949187|129, 355, 5002
