AreaID|ManagedAreaName|Month|ParameterName|RelativeDepth|ActivityType|N|Min|Max|Median|Mean|StandardDeviation|Programs|ProgramIDs
1|Alligator Harbor Aquatic Preserve|1|pH|Bottom|Field|6|7.74|8.3|8.06|8.07|0.213447885911292|Florida STORET / WIN, Harmful Algal Bloom Marine Observation Network|95, 5002
1|Alligator Harbor Aquatic Preserve|2|pH|Bottom|Field|1|7.98|7.98|7.98|7.98||Florida STORET / WIN|5002
1|Alligator Harbor Aquatic Preserve|3|pH|Bottom|Field|5|7.9|8.2|7.92|8.008|0.13461054936371|Central Panhandle Aquatic Preserves Seagrass Monitoring, EPA STOrage and RETrieval Data Warehouse (STORET), Fisheries-Independent Monitoring (FIM) Program, Florida STORET / WIN|69, 103, 557, 5002
1|Alligator Harbor Aquatic Preserve|4|pH|Bottom|Field|5|7.89|8.4|7.96|8.11|0.266082693913002|Fisheries-Independent Monitoring (FIM) Program, Florida STORET / WIN, Harmful Algal Bloom Marine Observation Network|69, 95, 5002
1|Alligator Harbor Aquatic Preserve|5|pH|Bottom|Field|3|7.84|8.2|7.85|7.96333333333333|0.205020324195757|Florida STORET / WIN, Harmful Algal Bloom Marine Observation Network|95, 5002
1|Alligator Harbor Aquatic Preserve|6|pH|Bottom|Field|28|7.83|8.6|7.99|8.04321428571429|0.188739553479442|Central Panhandle Aquatic Preserves Seagrass Monitoring, Fisheries-Independent Monitoring (FIM) Program, Florida STORET / WIN, Franklin County Coastal Waters Seagrass Monitoring, Harmful Algal Bloom Marine Observation Network|69, 95, 557, 558, 5002
1|Alligator Harbor Aquatic Preserve|7|pH|Bottom|Field|13|7.83|8.4|8.2|8.18307692307692|0.148176955888594|Central Panhandle Aquatic Preserve WQ Monitoring, Central Panhandle Aquatic Preserves Seagrass Monitoring, Fisheries-Independent Monitoring (FIM) Program, Florida STORET / WIN, Franklin County Coastal Waters Seagrass Monitoring, Harmful Algal Bloom Marine Observation Network|69, 95, 469, 557, 558, 5002
1|Alligator Harbor Aquatic Preserve|8|pH|Bottom|Field|18|7.87|8.28|8.01|8.03166666666667|0.11838372304651|Central Panhandle Aquatic Preserves Seagrass Monitoring, Fisheries-Independent Monitoring (FIM) Program, Florida STORET / WIN, Franklin County Coastal Waters Seagrass Monitoring, Harmful Algal Bloom Marine Observation Network|69, 95, 557, 558, 5002
1|Alligator Harbor Aquatic Preserve|9|pH|Bottom|Field|16|7.7|8.4|8.11|8.08125|0.176894507169292|Central Panhandle Aquatic Preserves Seagrass Monitoring, Fisheries-Independent Monitoring (FIM) Program, Florida STORET / WIN|69, 557, 5002
1|Alligator Harbor Aquatic Preserve|10|pH|Bottom|Field|9|7.9|8.12|8.08|8.05555555555556|0.0746845216746933|Central Panhandle Aquatic Preserves Seagrass Monitoring, Fisheries-Independent Monitoring (FIM) Program, Florida STORET / WIN|69, 557, 5002
1|Alligator Harbor Aquatic Preserve|11|pH|Bottom|Field|5|8|8.4|8.2|8.2|0.14142135623731|Fisheries-Independent Monitoring (FIM) Program, Florida STORET / WIN|69, 5002
1|Alligator Harbor Aquatic Preserve|12|pH|Bottom|Field|1|7.9|7.9|7.9|7.9||Florida STORET / WIN|5002
