ManagedAreaName|EarliestSampleDate|LastSampleDate|N|Min|Max|Median|Mean|StandardDeviation|tau|SennSlope|SennIntercept|p|Trend
Alligator Harbor Aquatic Preserve|1996-05-26|2022-02-18|5978|0.3|40|31|30.8103847440616|2.70079116160916|-0.0586|-0.0400000000000001|111.171375|0|-1
Apalachicola Bay Aquatic Preserve|1964-09-23|2022-01-06|35550|0|39.8|13.4|14.3539834036568|10.6000673914994|-0.0029|0|-8.42500000000005|0.8525|0
Apalachicola National Estuarine Research Reserve|1964-09-23|2022-01-12|53373|0|39.8|14.7|14.9894527195398|11.2810970160694|-0.0275|-0.025|75.0821637426903|0|-1
Banana River Aquatic Preserve|1990-03-27|2021-12-15|23220|0|52.5|19.9|20.2264642549526|6.32591138400233|0.3486|0.5|-936.933991228071|0|1
Big Bend Seagrasses Aquatic Preserve|1964-10-08|2021-12-28|95882|0|40.6|22.6|20.5869272543335|8.84342159105818|0.0322|0.0499999999999999|-91.4750000000001|0|1
Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|1998-12-16|2012-06-04|28|33.256|37.323|36.0005|35.8300714285714|0.835619882064558|0.136|0.0300000000000011|-43.2470781250012|0.6318|0
Biscayne Bay Aquatic Preserve|1993-09-30|2021-01-07|6661|0|48.9|31.5|29.5292739828855|8.46013014621158|-0.0634|-0.0517333333333333|190.704871794872|0|-1
Boca Ciega Bay Aquatic Preserve|1954-03-30|2021-12-16|16414|0.05|199.1|32.7|32.596858170781|5.65927652129245|0.0226|0.00384615384615363|7.54600000000028|0.016|1
Cape Haze Aquatic Preserve|1957-11-14|2021-06-07|7419|3.44|45|30|28.7852756436177|6.48086142864363|-0.0137|-0.0200000000000001|72.4833333333336|0.0231|-1
Cape Romano-Ten Thousand Islands Aquatic Preserve|1956-03-22|2021-11-17|6732|0|45.97|32|30.0171592394534|7.85492351391741|0.0604|0.061111111111111|-98.9625|0|1
Cockroach Bay Aquatic Preserve|1958-10-13|2021-11-17|14670|0|38|13.555|13.7527355146558|10.4409203698327|-0.1057|-0.173684210526316|507.181176470588|0|-1
Coupon Bight Aquatic Preserve|1995-03-23|2021-12-27|91|28.9|40.78|36.5|36.2549692307692|1.66320779851549|0.0615|0.018965|-14.3568223958336|0.3186|0
Estero Bay Aquatic Preserve|1963-12-03|2022-01-03|3538|0.1|43.52|31.8|27.5975325042397|10.1538725648385|0.056|0.0925|-165.516331168832|0|1
Florida Keys National Marine Sanctuary|1955-08-22|2021-12-28|25600|0|344|36.17|35.2060976203125|4.39974164394944|0.0475|0.00846250000000026|15.4092190476191|0|1
Fort Clinch State Park Aquatic Preserve|1994-08-11|2021-11-18|811|12.8|41.4|33.4|32.7495314426634|3.2283004399839|-0.0503|-0.0300000000000002|90.801666666667|0.0217|-1
Fort Pickens State Park Aquatic Preserve|1974-11-18|2019-09-27|771|3.0655|39.9|25.8|24.6377796368353|6.80043022734212|-0.0902|-0.1605|238.533848351648|0|-1
Gasparilla Sound-Charlotte Harbor Aquatic Preserve|1954-04-19|2022-01-03|35169|0|25700|26.4|25.7117768773636|137.159853824068|-0.0458|-0.0670833333333333|166.846333333333|0|-1
Guana River Marsh Aquatic Preserve|1986-09-19|2021-12-01|5321|0.1|40.5|30.7|27.2813117834993|9.60036985937497|-0.1154|-0.15|278.628409090909|0|-1
Guana Tolomato Matanzas National Estuarine Research Reserve|1980-11-28|2022-01-12|14831|0.03|40.8|32.1|29.5280210370171|8.22091220481406|-0.1016|-0.0899999999999999|211.224318181819|0|-1
Indian River-Malabar to Vero Beach Aquatic Preserve|1972-11-16|2021-11-01|42387|0|53.69|25.2|22.8211584919905|10.2443543066154|-0.0079|-0.0159999999999997|26.1302521008404|0.0085|-1
Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|1992-01-29|2021-10-14|5788|0.55|40|28.9|27.5876710435384|6.83498395780237|0.0002|0|-11.9484926470588|0.8378|0
Jensen Beach to Jupiter Inlet Aquatic Preserve|1972-11-15|2021-12-29|7278|0|44|32.8|31.2135696619951|5.90489974400034|0.1123|0.0999999999999998|-131.605|0|1
Lemon Bay Aquatic Preserve|1954-02-05|2022-01-03|5907|2.8|40.2|34|33.0284205180295|3.97489431592791|0.0083|0|22.0612179487176|0.7761|0
Lignumvitae Key Aquatic Preserve|1997-05-06|2021-12-28|128|30.5|40|36.06|35.76003125|2.24895685333214|0.0526|0.0356521739130435|21.2695652173914|0.2039|0
Loxahatchee River-Lake Worth Creek Aquatic Preserve|1972-11-18|2021-12-29|7066|0.05|43.1|26.2|22.0373322954996|12.4227271099536|0.0306|0.0666666666666668|-67.8530303030304|0|1
Matlacha Pass Aquatic Preserve|1954-04-02|2022-01-03|6044|0.2|74.5|26.2|25.0083221922568|7.75673635910131|-0.0059|-0.0125|71.2388888888887|0.2434|0
Mosquito Lagoon Aquatic Preserve|1995-01-05|2021-08-31|3808|0|45.15|32.3|31.5190861344538|5.74179371968817|0.1005|0.0999999999999996|-138.403125|0|1
Nassau River-St. Johns River Marshes Aquatic Preserve|1980-12-10|2022-01-25|9178|0.1|41.6|30.4|28.1233988886468|7.59710503795257|0.0152|0.0249999999999986|-19.3000000000007|0.0259|1
Nature Coast Aquatic Preserve|1975-03-06|2020-09-22|5710|0.15|38.5|24.18|23.6430933625219|6.08274701355155|0.0432|0.0727272727272728|-153.858125|0|1
North Fork St. Lucie Aquatic Preserve|1994-06-15|2021-12-08|2887|0|39|4.4|7.10309456182889|7.31054919780464|-0.0737|-0.0384615384615385|154.881|0|-1
Pellicer Creek Aquatic Preserve|2004-07-13|2022-01-12|222|0.03|33.07|12.755|12.1363963963964|9.73867866131762|-0.1133|-0.5|570.648214285715|0.0097|-1
Pine Island Sound Aquatic Preserve|1954-04-02|2022-01-03|19710|1|63.7|32.8|32.0971587519026|4.2082354778389|0.0117|0.00555555555555563|25.3749999999999|0.0141|1
Pinellas County Aquatic Preserve|1954-02-19|2021-12-16|54307|-0.02|199.1|29.2|27.0080087688799|8.67641635344524|-0.0753|-0.0639999999999999|183.665982905983|0|-1
Rocky Bayou State Park Aquatic Preserve|1994-06-08|2021-12-10|305|0.2|30.34|14.08|13.8254426229508|7.74261493746705|-0.0693|-0.129473684210526|533.003750000001|0.0923|0
Rookery Bay Aquatic Preserve|1954-02-10|2021-11-16|3560|0|43.8|34|32.407845505618|5.4996967239951|0.0162|0.00549999999999997|27.4699999999999|0.1451|0
Rookery Bay National Estuarine Research Reserve|1954-02-10|2021-11-17|10873|0|45.97|32.7|30.3287607835924|8.28096906831189|0.0595|0.0463636363636363|-55.5758181818176|0|1
Southeast Florida Coral Reef Ecosystem Conservation Area|1972-11-10|2018-06-01|538|0|39.2|35.5|33.6481565055762|5.17340265701999|0.0586|0.00377724358974359|-39.8962967741934|0.5034|0
St. Andrews State Park Aquatic Preserve|1974-09-18|2021-02-22|902|8.9|37.9|31.6|30.2127161862528|4.55533598704601|-0.212|-0.177332015810277|513.251428571428|0|-1
St. Joseph Bay Aquatic Preserve|1991-07-25|2022-02-21|3987|0.6|40.8|32|31.7668397291196|2.94045543559791|-0.0665|-0.0414285714285713|103.26875|0|-1
St. Martins Marsh Aquatic Preserve|1980-01-30|2021-11-15|5799|0.17|35.73|17.9|18.023902396965|5.40192627845801|0.1561|0.185714285714286|-373.481818181818|0|1
Terra Ceia Aquatic Preserve|1966-10-31|2021-11-17|17108|0|47|30.555|29.6465216273089|5.09549894547164|0.0353|0.0162162162162162|-36.6982105263159|0|1
Tomoka Marsh Aquatic Preserve|1998-10-13|2021-09-07|274|0.05|61.9|15.99|15.3751459854015|10.0302024937945|0.0776|0.16875|-362.688333333333|0.0724|0
Yellow River Marsh Aquatic Preserve|1995-04-18|2021-11-08|561|0|29.8|8.9|9.97371639928699|7.44879175006749|-0.0852|-0.109090909090909|380.865769230769|0.0139|-1
