ManagedAreaName|Month|N|Min|Max|Median|Mean|StandardDeviation|ProgramIDs
Alligator Harbor Aquatic Preserve|1|254|25.11|36.7|31.825|31.8858267716535|2.64277774603401|69, 95, 469, 5002
Alligator Harbor Aquatic Preserve|2|507|23.9|36.5|30.9|30.8829783037475|1.89817053734811|69, 95, 469, 5002
Alligator Harbor Aquatic Preserve|3|384|3.1|34.5|30.6|30.3478125|2.44310772562485|69, 95, 469, 557, 5002
Alligator Harbor Aquatic Preserve|4|620|0.3|36.4|31.2|30.6484193548387|3.0760968205475|69, 95, 469, 5002
Alligator Harbor Aquatic Preserve|5|508|23.9|38|31.7|31.3474212598425|2.50990154448706|69, 95, 469, 5002
Alligator Harbor Aquatic Preserve|6|726|22.6|40|32|31.3403168044077|2.97531550969896|69, 95, 469, 557, 558, 5002
Alligator Harbor Aquatic Preserve|7|762|21.5|37.2|30.8|30.28843832021|3.20160690632935|69, 95, 469, 557, 558, 5002
Alligator Harbor Aquatic Preserve|8|481|23.3|35.3|30.3|30.3166943866944|2.22425401542988|69, 95, 469, 557, 558, 5002
Alligator Harbor Aquatic Preserve|9|658|18.4|36.2|30.2|29.9108510638298|2.98503699305894|69, 95, 469, 557, 558, 5002
Alligator Harbor Aquatic Preserve|10|471|19.5|36.4|30.7|31.0080467091295|2.56698133959202|69, 95, 469, 5002
Alligator Harbor Aquatic Preserve|11|290|29|36.7|31.325|31.6308275862069|1.30673210479426|69, 95, 469, 5002
Alligator Harbor Aquatic Preserve|12|317|26.5|36|31.2|31.4620820189274|1.46898055784532|69, 95, 469, 5002
Apalachicola Bay Aquatic Preserve|1|2821|0|37.1|9.4|11.4045551222971|9.57108909012776|69, 95, 129, 355, 5002
Apalachicola Bay Aquatic Preserve|2|2812|0|37.4|9.2|10.4906330014225|9.25661257144591|69, 95, 129, 355, 456, 5002
Apalachicola Bay Aquatic Preserve|3|3314|0|37|7|9.79641822570911|9.44978632089191|69, 95, 129, 355, 5002
Apalachicola Bay Aquatic Preserve|4|2723|0|36.2|8.5|11.2045134043335|10.3355812493203|69, 95, 129, 355, 5002
Apalachicola Bay Aquatic Preserve|5|2723|0|37.3|13.1|14.6570620639001|10.9659327433582|69, 95, 129, 355, 456, 557, 5002
Apalachicola Bay Aquatic Preserve|6|3080|0|38.5|14.9|15.8231655844156|11.7243340691586|69, 95, 119, 129, 355, 456, 5002
Apalachicola Bay Aquatic Preserve|7|3510|0|39|15.7|16.1943817663818|11.5511122070493|69, 95, 103, 115, 129, 355, 5002
Apalachicola Bay Aquatic Preserve|8|3458|0|39.8|14.8|15.1788606130711|10.6778148879469|69, 95, 129, 355, 456, 5002
Apalachicola Bay Aquatic Preserve|9|3139|0|37.1|19|17.2841414463205|9.72940493794589|69, 95, 129, 355, 456, 5002
Apalachicola Bay Aquatic Preserve|10|2810|0|38.3|20.1|18.3347153024911|9.21463408873041|69, 95, 129, 355, 456, 5002
Apalachicola Bay Aquatic Preserve|11|2748|0|38.2|18.2|17.0895269286754|9.61542507703578|69, 95, 129, 355, 456, 5002
Apalachicola Bay Aquatic Preserve|12|2412|0|37|13.8|14.4785157545605|9.7776567659011|69, 95, 129, 355, 5002
Apalachicola National Estuarine Research Reserve|1|4381|0|38.4|9.9|12.0286258845013|10.3860939709974|69, 95, 129, 355, 5002
Apalachicola National Estuarine Research Reserve|2|4458|0|37.4|9.8|11.1641633019291|9.92311163274437|69, 95, 129, 355, 456, 5002
Apalachicola National Estuarine Research Reserve|3|5253|0|37|8.5|10.7616219303255|9.69490388133415|69, 95, 129, 355, 456, 5002
Apalachicola National Estuarine Research Reserve|4|4382|0|36.2|9.3|11.9357827476038|10.6615816454738|69, 95, 129, 355, 5002
Apalachicola National Estuarine Research Reserve|5|4162|0|37.3|15.3|15.3443296492071|11.3626712020917|69, 95, 129, 355, 456, 557, 5002
Apalachicola National Estuarine Research Reserve|6|4304|0|38.5|16.5|16.2442379182156|11.9654065639791|69, 95, 119, 129, 355, 456, 557, 558, 5002
Apalachicola National Estuarine Research Reserve|7|4850|0|39|17.5|16.5353979381443|11.7942676853396|69, 95, 103, 115, 129, 355, 558, 5002
Apalachicola National Estuarine Research Reserve|8|4751|0|39.8|16.6|15.8223258261419|11.2614246999926|69, 95, 115, 129, 355, 456, 558, 5002
Apalachicola National Estuarine Research Reserve|9|4544|0|37.1|20.4|17.8731514084507|10.8256075628354|69, 95, 129, 355, 456, 558, 5002
Apalachicola National Estuarine Research Reserve|10|4484|0|38.3|22.3|19.6809901873327|10.7186214180986|69, 95, 129, 355, 456, 558, 5002
Apalachicola National Estuarine Research Reserve|11|4107|0|38.2|19.6|17.9426126126126|11.1383849351743|69, 95, 129, 355, 456, 5002
Apalachicola National Estuarine Research Reserve|12|3697|0|39|14.4|15.2634812009738|11.2657492441791|69, 95, 129, 355, 456, 5002
Banana River Aquatic Preserve|1|1527|8.4|37.3|18.8|20.1164963981663|5.85156885213512|69, 95, 3001, 3013, 5002
