AreaID|ManagedAreaName|Year|ParameterName|RelativeDepth|ActivityType|N|Min|Max|Median|Mean|StandardDeviation|Programs|ProgramIDs
1|Alligator Harbor Aquatic Preserve|1998|Salinity|Bottom|All|91|27.9|31.7|30.6|30.6230769230769|0.572145459957892|Florida STORET / WIN|5002
1|Alligator Harbor Aquatic Preserve|1999|Salinity|Bottom|All|532|27|33.9|31.4|31.1086466165414|1.50415634177336|Florida STORET / WIN|5002
1|Alligator Harbor Aquatic Preserve|2000|Salinity|Bottom|All|184|28.3|36.5|32.55|32.1347826086957|1.49018169447132|Florida STORET / WIN|5002
1|Alligator Harbor Aquatic Preserve|2001|Salinity|Bottom|All|93|29|36.4|32.7|32.7666666666667|1.85175201019099|Fisheries-Independent Monitoring (FIM) Program, Florida STORET / WIN|69, 5002
1|Alligator Harbor Aquatic Preserve|2002|Salinity|Bottom|All|194|27.1|36.9|30.5|31.5201030927835|2.73968304768125|Fisheries-Independent Monitoring (FIM) Program, Florida STORET / WIN|69, 5002
1|Alligator Harbor Aquatic Preserve|2003|Salinity|Bottom|All|190|22.5|34.9|26.2|27.0263157894737|3.20013923395227|Florida STORET / WIN|5002
1|Alligator Harbor Aquatic Preserve|2004|Salinity|Bottom|All|153|28.3|35|31.2|31.5882352941177|2.15326988727153|Florida STORET / WIN|5002
1|Alligator Harbor Aquatic Preserve|2005|Salinity|Bottom|All|81|23.6|31.6|28.5|28.1395061728395|2.43098123256565|Central Panhandle Aquatic Preserves Seagrass Monitoring, Florida STORET / WIN|557, 5002
1|Alligator Harbor Aquatic Preserve|2006|Salinity|Bottom|All|98|26.9|37.5|32.4|31.9867346938776|2.37741251338171|Central Panhandle Aquatic Preserves Seagrass Monitoring, Florida STORET / WIN|557, 5002
1|Alligator Harbor Aquatic Preserve|2007|Salinity|Bottom|All|147|30.1|40|34.7|34.4918367346939|2.39450026828265|Central Panhandle Aquatic Preserves Seagrass Monitoring, Fisheries-Independent Monitoring (FIM) Program, Florida STORET / WIN|69, 557, 5002
1|Alligator Harbor Aquatic Preserve|2008|Salinity|Bottom|All|145|30.3|35|32.7|32.4765517241379|0.855457463153118|Central Panhandle Aquatic Preserves Seagrass Monitoring, Florida STORET / WIN, Franklin County Coastal Waters Seagrass Monitoring|557, 558, 5002
1|Alligator Harbor Aquatic Preserve|2009|Salinity|Bottom|All|177|23.7|33.8|29.5|29.5152542372881|2.83872251753972|Central Panhandle Aquatic Preserves Seagrass Monitoring, Fisheries-Independent Monitoring (FIM) Program, Florida STORET / WIN, Franklin County Coastal Waters Seagrass Monitoring|69, 557, 558, 5002
1|Alligator Harbor Aquatic Preserve|2010|Salinity|Bottom|All|5|26.2|31.9|29.7|29.4|2.11778185845474|Fisheries-Independent Monitoring (FIM) Program, Florida STORET / WIN, Franklin County Coastal Waters Seagrass Monitoring|69, 558, 5002
1|Alligator Harbor Aquatic Preserve|2011|Salinity|Bottom|All|37|28|35|33.4|31.6864864864865|2.56776623223833|Fisheries-Independent Monitoring (FIM) Program, Florida STORET / WIN|69, 5002
1|Alligator Harbor Aquatic Preserve|2012|Salinity|Bottom|All|80|28.1|34.6|33.6|33.37125|0.96156435700281|Fisheries-Independent Monitoring (FIM) Program, Florida STORET / WIN, Franklin County Coastal Waters Seagrass Monitoring|69, 558, 5002
1|Alligator Harbor Aquatic Preserve|2013|Salinity|Bottom|All|119|24.38|36.6|32.1|31.4742857142857|1.88578247547117|Fisheries-Independent Monitoring (FIM) Program, Florida STORET / WIN, Franklin County Coastal Waters Seagrass Monitoring|69, 558, 5002
1|Alligator Harbor Aquatic Preserve|2014|Salinity|Bottom|All|6|23.9|31|29.95|28.8166666666667|2.7228049262969|Fisheries-Independent Monitoring (FIM) Program, Franklin County Coastal Waters Seagrass Monitoring|69, 558
1|Alligator Harbor Aquatic Preserve|2015|Salinity|Bottom|All|3|29.4|30.2|30|29.8666666666667|0.416333199893227|Fisheries-Independent Monitoring (FIM) Program|69
