AreaID|ManagedAreaName|Month|ParameterName|RelativeDepth|ActivityType|N_Data|Min|Max|Median|Mean|StandardDeviation|Programs|ProgramIDs
1|Alligator Harbor Aquatic Preserve|1|Salinity|Bottom|All|89|27.1|35.4|31.4|31.7201123595506|2.20159575101067|Florida STORET / WIN, Harmful Algal Bloom Marine Observation Network|95, 5002
1|Alligator Harbor Aquatic Preserve|2|Salinity|Bottom|All|183|26.9|34.5|31|31.0636065573771|1.51077379866279|Florida STORET / WIN, Harmful Algal Bloom Marine Observation Network|95, 5002
1|Alligator Harbor Aquatic Preserve|3|Salinity|Bottom|All|119|27.76|33.5|31.6|31.2315966386555|1.10842228934375|Central Panhandle Aquatic Preserves Seagrass Monitoring, Florida STORET / WIN|557, 5002
1|Alligator Harbor Aquatic Preserve|4|Salinity|Bottom|All|279|24.4|36.4|31.4|31.2106810035842|2.20124259431493|Florida STORET / WIN, Harmful Algal Bloom Marine Observation Network|95, 5002
1|Alligator Harbor Aquatic Preserve|5|Salinity|Bottom|All|269|26.9|37.6|32.4|31.9571003717472|2.29841650412955|Florida STORET / WIN, Harmful Algal Bloom Marine Observation Network|95, 5002
1|Alligator Harbor Aquatic Preserve|6|Salinity|Bottom|All|367|22.5|40|32.4|31.7633242506812|3.0352550258866|Central Panhandle Aquatic Preserves Seagrass Monitoring, Florida STORET / WIN, Franklin County Coastal Waters Seagrass Monitoring|557, 558, 5002
1|Alligator Harbor Aquatic Preserve|7|Salinity|Bottom|All|293|23.2|37.5|31.6|30.5991126279864|3.42313051132227|Central Panhandle Aquatic Preserves Seagrass Monitoring, Florida STORET / WIN, Franklin County Coastal Waters Seagrass Monitoring, Harmful Algal Bloom Marine Observation Network|95, 557, 558, 5002
1|Alligator Harbor Aquatic Preserve|8|Salinity|Bottom|All|184|3.19|35|30.3|29.7103804347826|3.42061547634226|Central Panhandle Aquatic Preserves Seagrass Monitoring, Florida STORET / WIN, Harmful Algal Bloom Marine Observation Network|95, 557, 5002
1|Alligator Harbor Aquatic Preserve|9|Salinity|Bottom|All|293|23.7|35.9|30.3|30.0899317406143|2.98451035349506|Central Panhandle Aquatic Preserves Seagrass Monitoring, Florida STORET / WIN|557, 5002
1|Alligator Harbor Aquatic Preserve|10|Salinity|Bottom|All|201|25.6|37.7|32.6|31.8467661691542|2.71790157843321|Central Panhandle Aquatic Preserves Seagrass Monitoring, Florida STORET / WIN, Harmful Algal Bloom Marine Observation Network|95, 557, 5002
1|Alligator Harbor Aquatic Preserve|11|Salinity|Bottom|All|70|29.9|33.5|31|31.47|1.26552389334919|Florida STORET / WIN, Harmful Algal Bloom Marine Observation Network|95, 5002
1|Alligator Harbor Aquatic Preserve|12|Salinity|Bottom|All|131|27.9|35.7|31.1|31.3749618320611|1.32403832970651|Florida STORET / WIN, Harmful Algal Bloom Marine Observation Network|95, 5002
2|Apalachicola Bay Aquatic Preserve|1|Salinity|Bottom|All|1071|0.04|36.4|17.5|16.6468253968254|9.52760096733956|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring, Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program, Florida STORET / WIN, Harmful Algal Bloom Marine Observation Network|95, 129, 355, 5002
2|Apalachicola Bay Aquatic Preserve|2|Salinity|Bottom|All|1122|0|36.3|15.6|15.2649286987522|9.31479139142371|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring, Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program, Florida STORET / WIN, NRDA Oyster Cultch Recovery Project|129, 355, 4044, 5002
2|Apalachicola Bay Aquatic Preserve|3|Salinity|Bottom|All|1467|0.03|38.7|12.6|13.8194955691888|10.1318048807214|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring, Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program, Florida STORET / WIN, NRDA Oyster Cultch Recovery Project|129, 355, 4044, 5002
2|Apalachicola Bay Aquatic Preserve|4|Salinity|Bottom|All|1210|0.1|36.8|14.2|15.4455619834711|10.2555183582903|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring, Apalachicola National Estuarine Research Reserve System-Wide Monitoring Program, Florida STORET / WIN, NRDA Oyster Cultch Recovery Project|129, 355, 4044, 5002
