ManagedAreaName|EarliestSampleDate|LastSampleDate|N|Min|Max|Median|Mean|StandardDeviation|tau|SennSlope|SennIntercept|p|Trend
Alligator Harbor Aquatic Preserve|1996-05-26|2022-02-18|5844|6.9|41.7|25.8|24.0930013689254|5.84699019390058|-0.0348|-0.00909090909090922|24.1833333333333|0.019|-1
Apalachicola Bay Aquatic Preserve|1964-09-23|2022-01-06|36178|0.1|34.9|23.8|22.6290704295428|6.33125734653836|0.0581|0.027272727272727|-29.9450000000001|0|1
Apalachicola National Estuarine Research Reserve|1964-09-23|2022-01-12|54386|0.1|36.6|23.2|22.3641427941014|6.35166235782899|0.0561|0.0272727272727273|-40.0260416666667|0|1
Banana River Aquatic Preserve|1990-03-27|2021-12-15|23394|0|39|25.4|24.2373753954005|5.64489897000259|0.0311|0.0136363636363637|20.05|0|1
Big Bend Seagrasses Aquatic Preserve|1964-10-08|2022-01-26|97148|1|39.8|23.7|23.0288025486886|5.86887703093827|0.0808|0.0399999999999999|-35.4100000000004|0|1
Biscayne Bay Aquatic Preserve|1969-12-17|2021-08-17|7407|8.15|36.9|27.15|26.6262647360605|3.65071413026206|0.1333|0.0350000000000001|-40.0472500000004|0|1
Boca Ciega Bay Aquatic Preserve|1954-03-30|2021-12-16|17567|2.8|36.6|26.26|25.0838871748164|5.09472429622856|0.056|0.0177777777777778|-10.7081182795695|0|1
Cape Haze Aquatic Preserve|1957-11-14|2021-06-07|7414|3.1|36.2|26.8|25.8309919072026|4.65855157349561|0.0249|0.00999999999999979|-10.5987681159418|0.0026|1
Cape Romano-Ten Thousand Islands Aquatic Preserve|1956-03-22|2021-11-17|6837|8.4|38.4|26.5|25.9504158256545|4.27989405521617|0.0128|0.00588235294117635|41.5281368221943|0.0541|0
Cockroach Bay Aquatic Preserve|1958-10-13|2021-11-17|14864|6.7|34.3|26.3|25.1604090419806|4.74210669649538|-0.0059|-0.00740740740740738|36.1383333333335|0.0072|-1
Coupon Bight Aquatic Preserve|1995-03-23|2021-12-27|108|17.8595|37.2|28.95005|27.8418462962963|3.91730846898749|-0.1481|-0.0389999999999979|91.1205550480767|0.0436|-1
Estero Bay Aquatic Preserve|1963-12-03|2022-01-03|7684|8.81|39.9|26.2|25.5789354502863|4.54975333474248|0.0298|0.0133333333333333|19.5205555555557|0.0004|1
Florida Keys National Marine Sanctuary|1955-07-26|2021-12-28|24478|0|39.6|27.053|26.7097577947545|3.53926351804487|0.1323|0.038290909090909|-45.0415621212116|0|1
Fort Clinch State Park Aquatic Preserve|1994-08-11|2021-11-18|813|9.1|32.5|23.6|22.4656826568266|5.61921099440677|0.1011|0.0535897435897436|-149.925|0|1
Fort Pickens State Park Aquatic Preserve|1982-06-07|2019-09-27|872|7|33.31|25.15833335|24.0384589835206|5.65734463993602|0.0763|0.0352173913043478|-1.94142878181821|0.0002|1
Gasparilla Sound-Charlotte Harbor Aquatic Preserve|1954-11-26|2022-01-03|36278|2.5|30340|26|26.148177214841|159.225076930976|0.0368|0.0146666666666666|-22.9173611111112|0|1
Guana River Marsh Aquatic Preserve|1986-09-19|2021-12-01|5301|1.47|35.1|22.7|21.5179922656103|7.26255251613114|0.0032|0|67.2794957983192|0.3051|0
Guana Tolomato Matanzas National Estuarine Research Reserve|1986-09-19|2022-01-12|15446|1.47|37.2|23|21.9124778583452|6.56182480465418|0.1043|0.0500000000000003|-52.1145454545455|0|1
Indian River-Malabar to Vero Beach Aquatic Preserve|1972-11-16|2021-11-01|42288|0.15|39.6|25.2|24.2511992054484|5.88764402252087|0.0536|0.0274999999999999|-32.6896428571427|0|1
Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|1992-01-29|2021-10-14|5853|1.59|38.5|25.4|24.5903630616778|5.47540671684604|0.0781|0.0333333333333326|-46.0582608695651|0|1
Jensen Beach to Jupiter Inlet Aquatic Preserve|1972-11-15|2021-12-08|7136|0|38.1|25.5|24.9802696188341|4.64487165611575|0.0965|0.0470588235294118|-67.9357142857142|0|1
Lemon Bay Aquatic Preserve|1954-02-05|2022-01-03|8557|6.5|39.9|26.4|25.5708998480776|4.90279601834218|0.0497|0.0153846153846156|14.6662358974359|0|1
Lignumvitae Key Aquatic Preserve|1997-05-06|2021-12-28|134|17.9|33.8|27.7|27.0713731343284|4.28295497154656|0.1015|0.0304347826086958|-38.0145454545457|0.6417|0
Loxahatchee River-Lake Worth Creek Aquatic Preserve|1972-11-18|2021-05-13|5588|12|34.6|25.7|25.4471635647817|3.78835416812033|0.1549|0.0571428571428575|-137.775|0|1
Matlacha Pass Aquatic Preserve|1954-04-02|2022-01-03|6686|2.2|36.1|26.1|25.5095813595573|4.74607435957504|0.0045|0|18.4999999999998|0.645|0
Mosquito Lagoon Aquatic Preserve|1991-07-23|2021-08-31|3922|1.66|34.4|25.1|23.6484604793473|6.02735831540431|0.1456|0.0692307692307694|-151.88125|0|1
Nassau River-St. Johns River Marshes Aquatic Preserve|1982-04-19|2022-01-25|28421|7.2|34.9|21.29|21.5949120368741|5.21102819997341|-0.013|-0.0161538461538459|-45.0024999999998|0|-1
Nature Coast Aquatic Preserve|1974-04-08|2022-01-26|4981|5.3|34.8|24.44|23.5161377233487|5.85762046345441|0.0434|0.0199999999999999|-18.6174999999998|0|1
North Fork St. Lucie Aquatic Preserve|1989-04-05|2021-12-08|3229|10.5|33.9|26.1|25.4793806131929|4.31726222829233|0.0151|0.00499999999999989|16.6375|0.2068|0
Pellicer Creek Aquatic Preserve|2004-04-26|2022-01-12|778|2|35.62|24.7|23.6530989717224|5.9486603468328|0.0265|0.0552500000000005|5.72958333333355|0.3223|0
Pine Island Sound Aquatic Preserve|1954-04-02|2022-01-03|21352|0|39.9|26.2|25.5897915384976|4.85913085584324|0.0396|0.0142857142857135|-6.46193181818155|0|1
Pinellas County Aquatic Preserve|1954-02-19|2022-01-13|57277|2.8|37.7|26.13|25.0270825636818|5.13032432518857|0.0686|0.0201754385964912|-18.9228571428572|0|1
Rocky Bayou State Park Aquatic Preserve|1994-06-08|2021-12-10|151|11.2222|34.2222|25.0556|24.2367932450331|6.21202603196419|0.061|0.0575772727272727|-7.97840863095234|0.1257|0
Rookery Bay Aquatic Preserve|1954-02-10|2021-11-16|3434|12.2|37.96|26.595|25.8772801688992|4.42912425831776|0.0452|0.0133333333333334|11.3017770034844|0.0001|1
Rookery Bay National Estuarine Research Reserve|1954-02-10|2021-11-17|10726|8.4|38.4|26.5|25.9194138635092|4.31712717660988|0.0269|0.00999999999999979|34.1979545454545|0|1
Southeast Florida Coral Reef Ecosystem Conservation Area|1970-01-09|2018-08-10|593|0|33|26.1657|25.733450084317|3.49541851565715|0.1158|0.0248780487804878|-33.8170576923076|0.0006|1
St. Andrews State Park Aquatic Preserve|1974-09-18|2022-01-04|1015|5.8|33.5|25.9|24.5261379310345|5.71411276360874|-0.012|0|56.7787142857143|0.864|0
St. Joseph Bay Aquatic Preserve|1991-07-25|2022-02-21|4104|6.3|35.4|25.3|23.7896028265107|6.11815217788859|-0.0206|-0.0111111111111113|33.7916666666668|0.0033|-1
St. Martins Marsh Aquatic Preserve|1980-01-30|2022-01-04|5737|5.4|33.19|22.4|22.3478889663587|5.83891183432694|0.0845|0.0416666666666667|-91.5791208791208|0|1
Terra Ceia Aquatic Preserve|1966-10-31|2021-11-17|17636|7.4|38|26.1|25.1246501474257|5.10774134049884|-0.0035|0|38.0972321428571|0.2226|0
Tomoka Marsh Aquatic Preserve|1997-10-02|2021-12-13|296|11|32.1|24.745|23.8782939189189|5.06691565441068|0.1036|0.05|-83.3208076923079|0.0116|1
Yellow River Marsh Aquatic Preserve|1977-01-11|2021-11-08|586|6.86|32.3|22.1|21.5993145051195|5.92555000840114|-0.0039|0|15.3350000000001|0.918|0
