ManagedAreaName|EarliestSampleDate|LastSampleDate|N|Min|Max|Median|Mean|StandardDeviation|tau|SennSlope|SennIntercept|p|Trend
Alligator Harbor Aquatic Preserve|1998-08-14|2022-01-18|1851|0.1|9.99|1.06681297|1.48431992983252|1.67731789363868|-0.0254|-0.00240185333333333|12.1891458173333|0.1338|0
Apalachicola Bay Aquatic Preserve|1998-03-30|2022-01-06|17253|0.1|15|0.7|0.798167699681215|0.414870224279546|0.0135|0|0.7|0.0021|-1
Apalachicola National Estuarine Research Reserve|1998-03-30|2022-01-12|27706|0.09144111|15|0.8|0.856927553662384|0.56642397230818|0.0014|0|0.8|0.3599|0
Banana River Aquatic Preserve|1991-10-02|2021-10-31|5994|0|9|0.8|0.86092008675342|0.425038607157156|-0.0258|0|0.8|0.0003|-1
Big Bend Seagrasses Aquatic Preserve|1986-09-08|2021-12-28|34065|0|12|0.8|1.14956217790078|1.14359469358322|0.0184|0|0.7|0|-1
Biscayne Bay Aquatic Preserve|2000-09-21|2020-08-06|543|0.1524|670.56|1.4|2.80481380233886|28.7185833194381|-0.1244|-0.0305|20.1233879071827|0|-1
Boca Ciega Bay Aquatic Preserve|1994-12-06|2021-12-16|5901|0.1|5.6|1|1.05561243856973|0.546338869301519|0.0861|0.00769230769230769|-14.211|0|1
Cape Haze Aquatic Preserve|1994-11-23|2021-06-07|4993|0.2|3|0.8|0.930893250550771|0.425303251562661|0.0047|0|0.8|0.6892|0
Cockroach Bay Aquatic Preserve|1995-03-14|2021-11-23|9420|0.1|2.8|0.8|0.8249896535|0.375977979505494|0.0739|0|0.7|0|-1
Estero Bay Aquatic Preserve|2001-07-05|2022-01-03|2208|0.15|2.9|0.9|0.910594413623188|0.375766226615606|0.1527|0.0444688283333333|-89.42|0|1
Florida Keys National Marine Sanctuary|1996-08-10|2021-11-18|4152|0|26|2|2.45427918792148|2.05381668887482|0.0053|0|2.06681297|0.1459|0
Fort Clinch State Park Aquatic Preserve|2001-05-08|2017-12-05|726|0.1|2.6|0.8|0.881143250688705|0.435025090202977|-0.028|0|1|0.2636|0
Fort Pickens State Park Aquatic Preserve|1987-07-23|2021-10-31|238|0.3|10.3|2.94782|3.0333118487395|1.63437475093132|0.0159|0.0161290322580645|-27.5939133333334|0.2758|0
Gasparilla Sound-Charlotte Harbor Aquatic Preserve|1994-09-26|2022-01-03|21850|0.1|6|1|1.26971813483387|0.831735118078446|-0.0025|0|1|0.4217|0
Guana River Marsh Aquatic Preserve|1999-01-27|2021-12-01|728|0.05|1.7|0.5|0.583483516483517|0.317424794897434|0.018|0|0.6|0.5417|0
Guana Tolomato Matanzas National Estuarine Research Reserve|1999-01-27|2022-01-12|1016|0.05|3.5|0.6|0.640156496062992|0.384489043726784|0.0893|0.00588235294117647|-9.64750000000001|0|1
Indian River-Malabar to Vero Beach Aquatic Preserve|1991-11-05|2021-11-01|18886|0|14|0.8|0.828940733876946|0.42143851134949|0.0558|0|0.7|0|-1
Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|1992-02-12|2021-10-28|1407|0.1|2.3|0.9|0.944179104477612|0.353176831085242|-0.0007|0|0.9625|0.4214|0
Jensen Beach to Jupiter Inlet Aquatic Preserve|1993-10-26|2021-10-31|4241|0|7.3|1|1.13060285310068|0.622293574805506|0.0135|0|1|0.1381|0
