ManagedAreaName|AreaID|ProgramID|ProgramName|ProgramLocationID|SampleDate|GearType|GearSize_m|ParameterName|Year|Month|N_Species|EffortCorrection_100m2|SpeciesRichness
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2004-09-23T00:00:00Z|Trawl|4.8|Presence|2004|9|43|5.4|7.96296296296296
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2004-10-21T00:00:00Z|Trawl|4.8|Presence|2004|10|47|5.4|8.7037037037037
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2004-11-16T00:00:00Z|Trawl|4.8|Presence|2004|11|30|5.4|5.55555555555556
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2004-12-16T00:00:00Z|Trawl|4.8|Presence|2004|12|17|5.4|3.14814814814815
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2005-01-20T00:00:00Z|Trawl|4.8|Presence|2005|1|17|5.4|3.14814814814815
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2005-02-22T00:00:00Z|Trawl|4.8|Presence|2005|2|14|5.4|2.59259259259259
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2005-03-23T00:00:00Z|Trawl|4.8|Presence|2005|3|31|5.4|5.74074074074074
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2005-04-25T00:00:00Z|Trawl|4.8|Presence|2005|4|28|5.4|5.18518518518519
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2005-05-18T00:00:00Z|Trawl|4.8|Presence|2005|5|29|5.4|5.37037037037037
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2005-06-22T00:00:00Z|Trawl|4.8|Presence|2005|6|50|5.4|9.25925925925926
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2005-07-19T00:00:00Z|Trawl|4.8|Presence|2005|7|56|5.4|10.3703703703704
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2005-08-16T00:00:00Z|Trawl|4.8|Presence|2005|8|58|5.4|10.7407407407407
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2005-09-21T00:00:00Z|Trawl|4.8|Presence|2005|9|41|5.4|7.59259259259259
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2005-10-18T00:00:00Z|Trawl|4.8|Presence|2005|10|25|5.4|4.62962962962963
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2005-11-16T00:00:00Z|Trawl|4.8|Presence|2005|11|30|5.4|5.55555555555556
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2005-12-13T00:00:00Z|Trawl|4.8|Presence|2005|12|21|5.4|3.88888888888889
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2006-01-18T00:00:00Z|Trawl|4.8|Presence|2006|1|47|5.4|8.7037037037037
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2006-02-21T00:00:00Z|Trawl|4.8|Presence|2006|2|54|5.4|10
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2006-03-28T00:00:00Z|Trawl|4.8|Presence|2006|3|48|5.4|8.88888888888889
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2006-04-18T00:00:00Z|Trawl|4.8|Presence|2006|4|69|5.4|12.7777777777778
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2006-05-16T00:00:00Z|Trawl|4.8|Presence|2006|5|29|5.4|5.37037037037037
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2006-06-16T00:00:00Z|Trawl|4.8|Presence|2006|6|57|5.4|10.5555555555556
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2006-07-12T00:00:00Z|Trawl|4.8|Presence|2006|7|59|5.4|10.9259259259259
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2006-08-29T00:00:00Z|Trawl|4.8|Presence|2006|8|57|5.4|10.5555555555556
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2006-09-21T00:00:00Z|Trawl|4.8|Presence|2006|9|54|5.4|10
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2006-10-19T00:00:00Z|Trawl|4.8|Presence|2006|10|61|5.4|11.2962962962963
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2006-11-13T00:00:00Z|Trawl|4.8|Presence|2006|11|59|5.4|10.9259259259259
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2006-12-13T00:00:00Z|Trawl|4.8|Presence|2006|12|9|5.4|1.66666666666667
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2007-01-19T00:00:00Z|Trawl|4.8|Presence|2007|1|6|5.4|1.11111111111111
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2007-02-21T00:00:00Z|Trawl|4.8|Presence|2007|2|30|5.4|5.55555555555556
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2007-03-21T00:00:00Z|Trawl|4.8|Presence|2007|3|33|5.4|6.11111111111111
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2007-04-18T00:00:00Z|Trawl|4.8|Presence|2007|4|56|5.4|10.3703703703704
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2007-05-16T00:00:00Z|Trawl|4.8|Presence|2007|5|45|5.4|8.33333333333333
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2007-06-12T00:00:00Z|Trawl|4.8|Presence|2007|6|60|5.4|11.1111111111111
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2007-07-17T00:00:00Z|Trawl|4.8|Presence|2007|7|75|5.4|13.8888888888889
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2007-08-16T00:00:00Z|Trawl|4.8|Presence|2007|8|61|5.4|11.2962962962963
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2007-09-24T00:00:00Z|Trawl|4.8|Presence|2007|9|61|5.4|11.2962962962963
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2007-10-25T00:00:00Z|Trawl|4.8|Presence|2007|10|43|5.4|7.96296296296296
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2007-11-14T00:00:00Z|Trawl|4.8|Presence|2007|11|49|5.4|9.07407407407407
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2007-12-12T00:00:00Z|Trawl|4.8|Presence|2007|12|37|5.4|6.85185185185185
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2008-01-15T00:00:00Z|Trawl|4.8|Presence|2008|1|16|5.4|2.96296296296296
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2008-02-19T00:00:00Z|Trawl|4.8|Presence|2008|2|27|5.4|5
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2008-03-25T00:00:00Z|Trawl|4.8|Presence|2008|3|38|5.4|7.03703703703704
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2008-04-22T00:00:00Z|Trawl|4.8|Presence|2008|4|56|5.4|10.3703703703704
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2008-05-22T00:00:00Z|Trawl|4.8|Presence|2008|5|49|5.4|9.07407407407407
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2008-06-18T00:00:00Z|Trawl|4.8|Presence|2008|6|61|5.4|11.2962962962963
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2008-07-16T00:00:00Z|Trawl|4.8|Presence|2008|7|79|5.4|14.6296296296296
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2008-08-18T00:00:00Z|Trawl|4.8|Presence|2008|8|50|5.4|9.25925925925926
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2008-09-16T00:00:00Z|Trawl|4.8|Presence|2008|9|85|5.4|15.7407407407407
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2008-10-16T00:00:00Z|Trawl|4.8|Presence|2008|10|48|5.4|8.88888888888889
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2008-11-14T00:00:00Z|Trawl|4.8|Presence|2008|11|34|5.4|6.2962962962963
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2008-12-16T00:00:00Z|Trawl|4.8|Presence|2008|12|30|5.4|5.55555555555556
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2009-01-15T00:00:00Z|Trawl|4.8|Presence|2009|1|32|5.4|5.92592592592593
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2009-02-26T00:00:00Z|Trawl|4.8|Presence|2009|2|33|5.4|6.11111111111111
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2009-03-19T00:00:00Z|Trawl|4.8|Presence|2009|3|38|5.4|7.03703703703704
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2009-04-21T00:00:00Z|Trawl|4.8|Presence|2009|4|51|5.4|9.44444444444444
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2009-06-16T00:00:00Z|Trawl|4.8|Presence|2009|6|77|5.4|14.2592592592593
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2009-07-22T00:00:00Z|Trawl|4.8|Presence|2009|7|62|5.4|11.4814814814815
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2009-08-25T00:00:00Z|Trawl|4.8|Presence|2009|8|48|5.4|8.88888888888889
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2009-09-23T00:00:00Z|Trawl|4.8|Presence|2009|9|63|5.4|11.6666666666667
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2009-10-28T00:00:00Z|Trawl|4.8|Presence|2009|10|58|5.4|10.7407407407407
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2009-11-18T00:00:00Z|Trawl|4.8|Presence|2009|11|65|5.4|12.037037037037
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2010-01-20T00:00:00Z|Trawl|4.8|Presence|2010|1|42|5.4|7.77777777777778
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2010-02-16T00:00:00Z|Trawl|4.8|Presence|2010|2|36|5.4|6.66666666666667
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2010-02-21T00:00:00Z|Trawl|4.8|Presence|2010|2|2|5.4|0.37037037037037
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2010-03-17T00:00:00Z|Trawl|4.8|Presence|2010|3|49|5.4|9.07407407407407
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2010-04-21T00:00:00Z|Trawl|4.8|Presence|2010|4|48|5.4|8.88888888888889
Apalachicola Bay Aquatic Preserve|2|129|Apalachicola National Estuarine Research Reserve Juvenile Fish and Benthic Macroinvertebrate  Monitoring|1|2010-05-19T00:00:00Z|Trawl|4.8|Presence|2010|5|53|5.4|9.81481481481481
