ManagedAreaName|EarliestSampleDate|LastSampleDate|N|Min|Max|Median|Mean|StandardDeviation|tau|SennSlope|SennIntercept|p|Trend
Alligator Harbor Aquatic Preserve|2005-03-30|2022-01-18|74|7.74|8.6|8.1|8.10108108108108|0.182895790132333|-0.5446|-0.0227272727272727|88.8400000000001|0|-1
Apalachicola Bay Aquatic Preserve|1992-07-22|2022-01-06|807|0.1|11.8|8|7.91998760842627|0.501730133036802|-0.012|0|12.6706842105263|0.6304|0
Apalachicola National Estuarine Research Reserve|1992-07-22|2022-01-12|1169|0.1|11.8|7.93|7.77732249786142|0.585490895354548|-0.0043|0|16.1901111111112|0.9819|0
Banana River Aquatic Preserve|1995-07-27|2021-10-04|864|0.81|9.1|8.22|8.19482638888889|0.457909469461886|0.057|0.00399999999999992|-1.10464285714285|0.0099|1
Big Bend Seagrasses Aquatic Preserve|1990-09-13|2021-12-28|1143|4.28|8.6|7.44|7.39328083989501|0.547292169488274|0.1588|0.015|-24.9788624338624|0|1
Biscayne Bay Aquatic Preserve|1970-10-01|2020-11-16|262|7.28|8.9|8.11|8.10137404580153|0.24209261189421|-0.338|-0.0999999999999996|25.5681190476191|0|-1
Boca Ciega Bay Aquatic Preserve|1995-10-09|2021-12-16|4213|0|9.02|8.09|8.07267980061714|0.237240008666374|0.1672|0.0199999999999996|-2.24850000000012|0|1
Cape Haze Aquatic Preserve|1989-11-21|2021-12-07|413|5.83|12.3|8.05|8.05326876513317|0.365231297797638|-0.1084|-0.00999999999999979|22.4774206349207|0.0008|-1
Cape Romano-Ten Thousand Islands Aquatic Preserve|1994-04-25|2018-07-25|265|4.3|8.8|7.8|7.78954716981132|0.485216078312482|-0.2978|-0.0166666666666667|47.8925000000002|0|-1
Cockroach Bay Aquatic Preserve|1993-09-20|2021-11-23|3505|0.15|9.03|7.28|7.26060199714693|0.557510885540372|-0.0312|0.00999999999999979|32.5899999999998|0|1
Estero Bay Aquatic Preserve|2003-07-31|2022-01-03|76|7.19|8.29|7.915|7.89684210526316|0.228468585886205|0.052|0.00100000000000007|-27.4575000000001|0.9324|0
Florida Keys National Marine Sanctuary|1970-10-28|2021-05-15|1867|5.82|9.2|8.07|8.05667113015533|0.252683895737369|-0.0999|-0.010909090909091|21.4304545454545|0|-1
Gasparilla Sound-Charlotte Harbor Aquatic Preserve|1989-04-12|2022-01-03|2709|5.58|9.28|7.92|7.87056109265412|0.25618230787225|-0.0615|-0.004|13.5493803418804|0|-1
