AreaID|ManagedAreaName|Year|ParameterName|ShellType|SizeClass|HabitatType|N_Data|Min|Max|Median|Mean|StandardDeviation|Programs|ProgramIDs
2|Apalachicola Bay Aquatic Preserve|2018|PercentLive_pct|Live Oyster Shells||Natural|15|0|22|6|7.46666666666667|5.986492732652|Apalachicola Intertidal Oyster Project|5010
2|Apalachicola Bay Aquatic Preserve|2019|PercentLive_pct|Live Oyster Shells||Natural|26|0|3|0|0.153846153846154|0.612686392361227|Apalachicola Intertidal Oyster Project|5010
2|Apalachicola Bay Aquatic Preserve|2020|PercentLive_pct|Live Oyster Shells||Natural|35|0|15|0|1.85714285714286|3.48224789757537|Apalachicola Intertidal Oyster Project|5010
2|Apalachicola Bay Aquatic Preserve|2021|PercentLive_pct|Live Oyster Shells||Natural|28|0|8|0.5|1.46428571428571|2.21914469438186|Apalachicola Intertidal Oyster Project|5010
2|Apalachicola Bay Aquatic Preserve|2023|PercentLive_pct|Live Oyster Shells||Natural|35|0|37|8|9.22857142857143|10.7322650267799|Apalachicola Intertidal Oyster Project|5010
3|Apalachicola National Estuarine Research Reserve|2018|PercentLive_pct|Live Oyster Shells||Natural|35|0|59|10|17.0571428571429|15.270006851462|Apalachicola Intertidal Oyster Project|5010
3|Apalachicola National Estuarine Research Reserve|2019|PercentLive_pct|Live Oyster Shells||Natural|44|0|19|0|2.56818181818182|4.72203014712522|Apalachicola Intertidal Oyster Project|5010
3|Apalachicola National Estuarine Research Reserve|2020|PercentLive_pct|Live Oyster Shells||Natural|55|0|15|1|2.78181818181818|3.83787609613611|Apalachicola Intertidal Oyster Project|5010
3|Apalachicola National Estuarine Research Reserve|2021|PercentLive_pct|Live Oyster Shells||Natural|38|0|14|1.5|2.47368421052632|3.33480290033283|Apalachicola Intertidal Oyster Project|5010
3|Apalachicola National Estuarine Research Reserve|2023|PercentLive_pct|Live Oyster Shells||Natural|65|0|37|6|8.30769230769231|8.92139821742344|Apalachicola Intertidal Oyster Project|5010
8|Boca Ciega Bay Aquatic Preserve|2017|PercentLive_pct|Live Oyster Shells||Natural|15|7.27273|35.4545|15.4545|18.7777786666667|9.75570974412777|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020
8|Boca Ciega Bay Aquatic Preserve|2018|PercentLive_pct|Live Oyster Shells||Natural|15|0|49|31|26.8|16.7084238805289|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020
14|Estero Bay Aquatic Preserve|2016|PercentLive_pct|Live Oyster Shells||Natural|7|2|67|26.25|37.8571428571429|24.6723770738896|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2017|PercentLive_pct|Live Oyster Shells||Natural|1|22.5|22.5|22.5|22.5||Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2018|PercentLive_pct|Live Oyster Shells||Natural|9|8|68.5|19.75|27.7777777777778|18.3245243988608|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2019|PercentLive_pct|Live Oyster Shells||Natural|8|5|49.25|18.375|21.46875|16.6365762596412|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2020|PercentLive_pct|Live Oyster Shells||Natural|7|4|73|36.5|39|21.016362672927|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2020|PercentLive_pct|Live Oyster Shells||Restored|30|0|92.1875|63.49385|57.7237633333333|22.3036420489861|SCCF Oyster Restoration Monitoring|4012
14|Estero Bay Aquatic Preserve|2021|PercentLive_pct|Live Oyster Shells||Natural|8|5.25|51.75|24.125|27.15625|13.3556686065719|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2022|PercentLive_pct|Live Oyster Shells||Natural|8|11|47.25|21.5|24.15625|12.7559072449927|Estero Bay Oyster Monitoring|4042
19|Guana River Marsh Aquatic Preserve|2014|PercentLive_pct|Live Oyster Shells||Natural|54|1|32.5|16|17.7962962962963|8.03795155926201|Guana Tolomato Matanzas NERR Oyster monitoring|4000
19|Guana River Marsh Aquatic Preserve|2015|PercentLive_pct|Live Oyster Shells||Natural|174|4|64|24|23.1264367816092|10.197250675262|Guana Tolomato Matanzas NERR Oyster monitoring|4000
19|Guana River Marsh Aquatic Preserve|2016|PercentLive_pct|Live Oyster Shells||Natural|258|0|62|25.5|25.5077519379845|14.1729841786995|Guana Tolomato Matanzas NERR Oyster monitoring, Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|4000, 5017
19|Guana River Marsh Aquatic Preserve|2018|PercentLive_pct|Live Oyster Shells||Natural|54|1|57|28|27.5|11.8205928402234|Guana Tolomato Matanzas NERR Oyster monitoring|4000
19|Guana River Marsh Aquatic Preserve|2020|PercentLive_pct|Live Oyster Shells||Natural|42|17|64|36|37.0714285714286|11.896695292602|Guana Tolomato Matanzas NERR Oyster monitoring|4000
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2014|PercentLive_pct|Live Oyster Shells||Natural|197|0|37|15|15.6091370558376|6.93129679583382|Guana Tolomato Matanzas NERR Oyster monitoring|4000
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2015|PercentLive_pct|Live Oyster Shells||Natural|467|0|68|24|24.5845824411135|12.4482972786012|Guana Tolomato Matanzas NERR Oyster monitoring|4000
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2016|PercentLive_pct|Live Oyster Shells||Natural|636|0|76|25.5|26.0251572327044|13.1723641439414|Guana Tolomato Matanzas NERR Oyster monitoring, Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|4000, 5017
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2018|PercentLive_pct|Live Oyster Shells||Natural|84|1|57|26|25.3928571428571|10.8639093644112|Guana Tolomato Matanzas NERR Oyster monitoring|4000
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2020|PercentLive_pct|Live Oyster Shells||Natural|54|17|64|36|36.5185185185185|10.9763738397279|Guana Tolomato Matanzas NERR Oyster monitoring|4000
21|Indian River-Malabar to Vero Beach Aquatic Preserve|2017|PercentLive_pct|Live Oyster Shells||Natural|15|1.2345679|45.67901235|19.75308642|20.5761316866667|12.2364361328845|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
21|Indian River-Malabar to Vero Beach Aquatic Preserve|2018|PercentLive_pct|Live Oyster Shells||Natural|15|2.43902439|56.79012346|23.45679012|27.237579042|14.5137182213015|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
21|Indian River-Malabar to Vero Beach Aquatic Preserve|2019|PercentLive_pct|Live Oyster Shells||Natural|15|0|54.87804878|13.58024691|20.0229075433333|16.2559907906094|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
21|Indian River-Malabar to Vero Beach Aquatic Preserve|2021|PercentLive_pct|Live Oyster Shells||Natural|30|0|34.56790123|2.4691358|7.57201645966667|9.506329485711|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2016|PercentLive_pct|Live Oyster Shells||Natural|9|4.9382716|44.73684211|13.58024691|15.5293104366667|12.1840146809246|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2017|PercentLive_pct|Live Oyster Shells||Natural|60|0|45.07042254|8.02469136|12.795765844|13.1535856031555|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2018|PercentLive_pct|Live Oyster Shells||Natural|80|0|49.38271605|14.81481481|16.290123456375|12.403301998443|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2019|PercentLive_pct|Live Oyster Shells||Natural|105|0|51.85185185|7.40740741|13.801509206381|14.8013080927457|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2021|PercentLive_pct|Live Oyster Shells||Natural|75|0|33.33333333|3.7037037|7.96707818866667|9.78918096716348|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|2016|PercentLive_pct|Live Oyster Shells||Natural|9|0|9.87654321|4.9382716|4.80109739222222|3.51605092457937|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
