ManagedAreaName|EarliestSampleDate|LastSampleDate|N|Min|Max|Median|Mean|StandardDeviation|tau|SennSlope|SennIntercept|p|Trend
Apalachicola Bay Aquatic Preserve|2000-09-13|2020-12-02|3366|0.1|101.6|6.3|8.67499405822935|8.45903623422029|-0.1337|-0.167333333333333|294.747991071429|0|-1
Apalachicola National Estuarine Research Reserve|2000-09-13|2020-12-02|4126|0|101.6|6.2|8.55113669413476|8.32506414016831|-0.0986|-0.125|214.568084415584|0|-1
Banana River Aquatic Preserve|2003-10-13|2019-07-23|445|0.23|22.9|4.21|4.87948314606742|3.12098462068153|-0.0065|-0.000416666666666676|64.7954545454545|0.9832|0
Biscayne Bay Aquatic Preserve|1982-02-11|2020-07-07|2619|-0.52|478|2.57|3.63227949599084|9.93551233618625|0.0051|0.0699999999999998|951.925|0|1
Cape Romano-Ten Thousand Islands Aquatic Preserve|2002-01-24|2019-12-04|613|0.62|30.72|6.61|7.44288743882545|4.17853341325342|0.0918|0.0785164835164835|-190.41|0.0012|1
Coupon Bight Aquatic Preserve|1995-03-23|2011-07-14|63|0.3|11.873895|0.7|1.16321624126984|1.580694849592|0.1577|0.0170260303030303|-36.4148362078672|0.2472|0
Estero Bay Aquatic Preserve|1991-02-27|2021-12-14|4969|0.11|119|3.2|4.55789897363655|5.73146100739106|0.1338|0.059090909090909|-103.342516339869|0|1
Florida Keys National Marine Sanctuary|1995-03-22|2020-12-16|16403|-0.05|40.1|0.61|1.03908532086204|1.56453438760851|-0.1215|-0.0159375|25.8170263157895|0|-1
Gasparilla Sound-Charlotte Harbor Aquatic Preserve|1996-07-10|2017-12-11|549|0.041|20|0.998|1.39118943533698|1.61295681035729|0.0105|0.000625000000000001|15.0709038461538|0.8672|0
Indian River-Malabar to Vero Beach Aquatic Preserve|2003-10-15|2019-07-09|1417|0.68|73.6|4.07|5.09873676781934|4.23189772569525|-0.025|-0.00750000000000006|38.5480494505494|0.5798|0
Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2004-03-02|2019-08-09|317|1.21|27.8|4.01|4.76593059936909|3.18005903658737|-0.0075|0.0255555555555556|-27.1855909090909|0.4439|0
Jensen Beach to Jupiter Inlet Aquatic Preserve|2004-07-06|2018-07-18|243|0.19|21.2|3.43|4.10144032921811|3.20636904649695|-0.2057|-0.180833333333333|392.393571428571|0.0005|-1
Loxahatchee River-Lake Worth Creek Aquatic Preserve|2003-06-10|2018-07-10|582|0.278|24.5|2.47|2.84497079037801|1.92545850967171|-0.1669|-0.0819999999999999|177.4025|0|-1
Matlacha Pass Aquatic Preserve|1996-07-10|2019-11-21|638|0.21|22.04|1.3|1.56400796238245|1.33601481402507|0.1015|0.02|-26.2791857142857|0.0001|1
Mosquito Lagoon Aquatic Preserve|1991-07-23|2019-02-12|35|1.45|37.5|8.08|9.71942857142857|7.90130739102049|0.3506|0.303508771929825|-298.179671160131|0.0041|1
Nassau River-St. Johns River Marshes Aquatic Preserve|1985-01-02|2005-07-27|15138|0|853|16.7|24.3384621482362|36.1104249409583|-0.0505|-3.3|-975.675|0|-2
Pine Island Sound Aquatic Preserve|1996-07-10|2021-12-09|2063|-0.873|847.26257|1.95787|6.99477287930199|38.4316158720706|0.2452|0.085|-166.9469185|0|1
Pinellas County Aquatic Preserve|1999-08-16|2021-03-23|669|0.3|70|1.74|2.52530642750374|4.05817804872128|-0.0875|-0.025|118.918333333333|0.0066|-1
Rocky Bayou State Park Aquatic Preserve|2001-08-20|2021-12-10|165|0|56.8|0.6|3.1430303030303|7.37984420684941|-0.0443|0|0.9|0.5164|0
Rookery Bay Aquatic Preserve|2000-07-10|2019-12-04|605|0|371.5|8.18|15.2129090909091|37.0646512727897|-0.1212|-0.167692307692308|350.608125|0|-1
Rookery Bay National Estuarine Research Reserve|2000-07-10|2019-12-04|1218|0|371.5|7.405|11.302380952381|26.5650105950893|-0.0543|-0.0530769230769231|120.638557692308|0.002|-1
